company_location,company_name,date_expiry,date_posted,employment_type,job_description,job_requirements,job_title,num_apps,salary_lower,salary_type,salary_upper,seniority
6 Battery Road 049909,Resource Solutions Consulting Singapore Pte. Ltd.,27 Feb 2019,28 Jan 2019,"Permanent, Full Time","Roles & ResponsibilitiesMUFG Bank, Ltd, a member of Mitsubishi UFJ Financial Group Inc (MUFG), is Japan’s premier bank, with a global network spanning more than 40 countries. Outside of Japan, MUFG offers an extensive scope of commercial and investment banking products and services to businesses, governments and individuals worldwide. In the Asia and Oceania region, MUFG has presence in 13 key markets with 32 offices and closed to 4,500 employees serving largely corporate and institutional clients. Singapore has served as the regional headquarters for South Asia, South-east Asia and the Oceania region since July 2013. While the regional headquarters for the East Asia region remains in Japan. MUFG is one of the world’s leading financial groups with total assets of JPY 258.1 trillion by the end of March 2014. MUFG’s services include commercial banking, trust banking, securities, credit cards, consumer finance, asset management, and leasing. The Group’s operating companies include MUFG, Mitsubishi UFJ Trust and Banking Corporation (Japan’s leading trust bank), and Mitsubishi UFJ Securities Holdings Co., Ltd., one of Japan’s largest securities firms. MUFG’s shares are traded on the Tokyo, Nagoya, and New York (NYSE: MTU) stock exchanges respectively. Job responsibilities include:  Perform in-dept reports’ automation using MS Office suite of tools to streamline the manual workflows and improve report efficiency Analyze data and understand IFRS/MAS reporting requirements and workflows in order to transform into technical solutions Member of data integrity team to ensure the relevant data used by FAD to prepare financial statements Lead team in transforming manual workflow into computation solutions required Participate in other projects as required ","RequirementsJob requirements include:  Degree in Accountancy / Banking Finance with minimum 7 years relevant working experience in a Bank Good working knowledge of MAS reports requirements. Strong PC and IT skills as well as analytical mind-set in system development & automation process Involvement in MAS related projects will be an added advantage Strong communication skills, energetic, self-starter with initiative and ability to work under pressure.    Recruiter Name: Yap Wen Guang Ivan EA License No: 12C5536 EA Registration No: R1331302   We regret to inform that only shortlisted applicants will be notified.",Assistant Vice President – Mas Reporting,1.0,2975.0,Monthly,5950.0,Professional
"Akzonobel House, 3 Changi Business Park Vista 486051",Virtusa Singapore Private Limited,27 Feb 2019,28 Jan 2019,Permanent,"Roles & ResponsibilitiesJob Purpose: Looking for a Business Analyst resource with excellent knowledge of the project lifecycle and application development process methodologies related to Mantas AML.   Roles and responsibilities:   Accountable to review and analyze business requirements, functional specifications, review technical design, applying best practices for design, reuse, quality, and support UAT along with Project Manager for necessary project activity coordination to implement Mantas software changes/enhancements and analyze data / defects Establish traceability matrix and support throughout the Project SDLC Review and analyze Business requirements working with cross functional teams. Provides in-depth and sophisticated analysis with interpretive thinking to analyze problems and provide root cause analysis  Perform analysis of target data to identify and resolve data issues that impact the effectiveness of the Mantas solution","Requirements Candidate must have deep understanding of all phases and requirements of the Software Development Life Cycle Experience in working with off-shore and global development and testing teams Coordinate with multiple Stakeholders, Project Manager, Development Manager, and other team members to align business and technical standards and policies Understanding of AML reference and transaction data for the financial services inorder to perform detailed analysis. Maintain knowledge of Mantas scenarios and the underlying logic Understand system processes, analyze data feeds and reporting for other key project activities in conjunction with Project Manager as required Perform adhoc reporting and analysis queries as requested by project manager, business users, and/or senior management alike  Identify risks and provide suggested mitigating actions",Mantas Business Analyst,7.0,5900.0,Monthly,8000.0,Professional
"Bank Of China Building, 4 Battery Road 049908",Charterhouse Pte. Ltd.,27 Feb 2019,28 Jan 2019,Contract,"Roles & Responsibilities We are looking for highly motivated Individual who will work with various members of Data Intelligence & Science team to address challenging data science problems by leveraging techniques in statistics, machine learning or/and data mining. ","Requirements Masters/Bachelor degree in Statistics/Applied Math/Operational Research/Computer Science or related field 5+ experience of working experience in software or related industry 2+ experience as data scientist working on various data science projects. Experienced in developing machine learning models for real-world problems using R, python or other languages Experience in Deep Learning and AI related project a huge plus Familiar with big data technologies like Hadoop, Hive, Pig and Spark Able to conceptualize prototypes and evolve them to full fledge solutions  Able to articulate the findings and work in a team environment EA License no.: 13C6338 I Reg no.: R1110355",Software Consultant,1.0,6000.0,Monthly,9000.0,Executive
"Mapletree Business City, 10 Pasir Panjang Road 117438",Government Technology Agency,30 Apr 2019,28 Jan 2019,Full Time,"Roles & ResponsibilitiesThe Government Infrastructure Group (GIG) is responsible for providing the ICT Infrastructure where the whole government will rely on for its digitalization effort and smart nation initiatives. The infrastructure layer covers the data centres, networks, cloud and endpoints. The modernization of the infrastructure and related services are underway and further efforts will be required to drive the adoption of advanced technologies to bring greater value to the country.
If you are someone with strong cloud background and passionate about technology, looking for opportunities to work with a team of practitioners and leading industry experts, we welcome you to join GIG.
As a Cloud Service Management Architect/ Engineer, you will be tasked to design, develop, package and manage the lifecycle of cloud infrastructure services including defining cloud infrastructure service catalogue items and service bundles; service costing and charging; tenant and user registration and subscription management; and service provisioning, lifecycle management and de-provisioning. You need to work closely with the business, finance and other cloud technical speciality so as to develop a coherent, scalable and robust cloud services. Your understanding of the trends in cloud computing and how customers will be using these services will allow you to recommend the right technology and services to package and offer. Your work will help to enable the Government to leverage on the commercial cloud for the development and deployment of digital services.
What to Expect:

Serves as the deep Subject Matter Expert (SME) in the management and development of cloud services which includes multi/ hybrid cloud design and implementation.
Constantly explore new solutions and technologies, integrate learning and recommendations into the development and enhancement of cloud services. 
Analyse business and technical requirements to design cloud infrastructure service blueprints and templates. 
Maintain and continuously enhance cloud infrastructure service blueprints and templates to ensure that they are relevant.
Analyse operational requirements to design processes and workflows for provisioning, de-provisioning and lifecycle management of cloud infrastructure services subscribed by Tenants/ Users. 
Develop the financial models, operating & support models for the cloud infrastructure services.
Develop models to analyse and predict demand and consumption of cloud infrastructure services by the Business Units.
Define metrics and KPIs to be measured to monitor and manage the performance and availability of cloud infrastructure services.
Resolve complicated technical issues to maintain cloud infrastructure service availability and improve service levels.
Research and propose solutions and services that can assist and enhance the management of cloud applications and solutions used by the Government.
Propose cloud application products and services that can be reuse and with minimum effort (eg Serverless) so as to ease operation management and reduce TCO.
Identify potential and emerging technologies relevant to innovation in the Government.

How to Succeed:

Bachelor in Computer Science, Electrical/ Computer Engineer, Information Technology or related discipline.
Has minimally 8 years’ experience in designing/ implementation/ consulting of large-scale cloud infrastructure services and solutions.
Hands on development/ programming experience using Python, Node.js or similar.
Knowledge in sensors, tensorflow, Real-Time OS and IOT Edge computing to pipe real time streaming data into cloud data lake for analytics 
Has good consultation skills with the ability to convey technical ideas to both technical and non-technical audiences and contribute within a team environment.
Demonstrate expertise in major CSP products, strategies, costing, pricing and TCO analysis (eg. AWS, Azure, GCP)
The candidate should have attained professional certifications in the following areas with at least 5 years of implementation experience in:

AWS/ Azure/ Google Cloud/ VMware


Possess hands-on experience and good technical skills with proven track records in IT infrastructure and/or emerging IT technologies engineering in the following area:

Cloud infrastructure (IaaS/ PaaS) 
Container technologies like Dockers, Kubernetes and AWS ECS


Knowledge of with DevOps techniques and Agile practices preferred.
Experience in Service Catalogue management and financial management.
PMP, ITIL or TOGAF certification is an added advantage. 
Good written and verbal communication and presentation skills, able to interact professionally with all levels of the organization.
",,Cloud Service Management Architect /  Engineer,0.0,5000.0,Monthly,15000.0,Middle Management
,Laminaar Aviation Infotech Pte. Ltd.,27 Feb 2019,28 Jan 2019,Full Time,"Roles & Responsibilities Design and architect the business intelligence layer of ERP software Works with product team to understand data needs to deliver insights, visualizations via Reports, Dashboards, and/or other analytic solutions Under minimal supervision, designs, codes, and tests new Business Intelligence solutions in an enterprise environment Works with technical staff to address reporting and data quality issues to resolve them Enhance and troubleshoot existing Business Intelligence solutions in a maintenance capacity Applies analytical skills to profile and work with aviation data May assist/lead in development of technical documentation. May design and build prototype applications Manage consulting, contractor, outsourced staff of different geographical regions of varying time-zones and culture in execution of activities pertaining to projects both online and onsite ","Requirements Proficiency in Data Visualization and User Experience Design Experience creating multi-dimensional metadata models (Data Mart, Data Warehouse, Data Lake, Cubes) Experience with any of the following data platforms: SQL server, Teradata, Vertica, Oracle, Hadoop Experience with C#, Java and/or Python Working knowledge of Windows operating systems Interest and initiative to learn and apply new technologies Interest and passion in working with large volume data sets Excellent PC skills required Experience or exposure to aviation Industry ",Lead - Business Intelligence,4.0,8000.0,Monthly,12000.0,Professional
"Income At Raffles, 16 Collyer Quay 049318",Prodigious Singapore,27 Feb 2019,28 Jan 2019,"Permanent, Full Time","Roles & Responsibilities Main camera operator for all shoots in different environment and situations Perform camera set-up and alignment and other optical effects Carry out basic audio recording Advise producers/directors on camera techniques and creative angles Work independently without producer/director at location (when necessary) Assist Production Manager with crewing, location scouting and basic maintenance of production equipment Assist Production Manager with collection and return of equipment and props to and from location for filming and production Develop editing treatments to fit a brief Editing of all video content including short and long formats and cutdowns Create basic motion graphics Data wrangle and ingest digital raw files from shoots Editing of all bespoke video content created for agencies, direct clients and brand partners Editing as required for all licensed content acquisition Work closely with all stakeholders on delivery of video content Main camera operator for all shoots in different environment and situations Perform camera set-up and alignment and other optical effects Carry out basic audio recording Advise producers/directors on camera techniques and creative angles Work independently without producer/director at location (when necessary) Assist Production Manager with crewing, location scouting and basic maintenance of production equipment Assist Production Manager with collection and return of equipment and props to and from location for filming and production Develop editing treatments to fit a brief Editing of all video content including short and long formats and cutdowns Create basic motion graphics Data wrangle and ingest digital raw files from shoots Editing of all bespoke video content created for agencies, direct clients and brand partners Editing as required for all licensed content acquisition Work closely with all stakeholders on delivery of video content ","RequirementsKey Competencies:  Production   The ability to multi-task Constantly finds innovative to visually tell a story Confident communication and presentation skills Ability to work with various crew and talent Resourceful   Delivering Results & Meeting Expectations   Sets high standards for quality & quantity Proactive, creative and orderly approach to work Strong organisational & planning skills combined with a sense of urgency and ability to meet deadlines Willing to contribute as well as learn   Working With People   Listens, consults & communicates proactively Persuasive and articulate Team player Recognises and rewards the contribution of others Ability to build & maintain professional relationships both internally and externally    Qualifications / Experience:  Creative visual composition Sound knowledge of broadcast equipment including video cameras, audio gear and lighting Experience with editing software – Adobe Premiere CC, Avid Media Composer, Final Cut Pro Experience with Adobe After Effects, Illustrator, Photoshop, Flame, Smoke, DaVinci Resolve is a plus 3 or more years camera and post production/editing experience within a TV channel, advertising agency or video production house Ability to visually express complex/creative ideas Experience in dealing with clients and agencies ",Videographer /  Editor,2.0,4000.0,Monthly,5500.0,Executive
18 Havelock Road 059764,Ministry Of Manpower,04 Feb 2019,28 Jan 2019,Full Time,"Roles & ResponsibilitiesAs a Senior Statistical Specialist (Process design and development) in the Manpower Research and Statistics Department, you will be part of a dynamic and responsive team who handles national surveys. This position reports to the Senior Assistant Director.
You will:

work with stakeholders on the research and design sampling methods and develop sample size to balance data requirements and resource required;
consolidate and design survey strategy based on the data needs garnered;
develop strategies to create marketing and publicity campaign to improve survey experience, operational efficiencies and garner quality participation from the respondents.

Requirements:

two to four years of relevant experience in process design and development
excellent communication and interpersonal skills
Analytical and creative
Resourceful and proactive in proposing alternative solutions to achieve outcomes
Being competent in survey application/questionnaire design and user experience will be an advantage
",,"Senior Statistical Specialist, Process Design And Development (Manpower Research And Statistics Department) - Contract",0.0,,,,Manager
"Mapletree Business City, 10 Pasir Panjang Road 117438",Government Technology Agency,27 Feb 2019,28 Jan 2019,Full Time,"Roles & ResponsibilitiesDigitalisation is a key pillar of the Government’s public service transformation efforts. The Digital Government Blueprint is a statement of the Government’s ambition to better leverage data and harness new technologies and to drive broader efforts to build a digital economy and digital society, in support of Smart Nation. Our vision is to create a Government that is “Digital to the Core, and serves with Heart”. A Digital Government will be able to build stakeholder-centric services that cater to citizens’ and businesses’ needs. Transacting with a Digital Government will be easy, seamless and secure.  To support the desired pace of transformation and digitalisation within the Whole-of-Government, a Director, Technical Masterplanning position has been created under the Technical Masterplanning Office. Reporting into the Government Chief Digital Technology Officer (GCDTO), you will assist the GCDTO in establishing the strategic and mid to long term digital roadmap and architecture to help shape the technology plans for the whole-of-government.  You will focus on supporting the strategic use of technology within the public sector, driven by efficiency and effectiveness, and prioritising user driven approaches for better value creation.  As there are many conflicting priorities across the Whole-of-Government, one must rally teams to plan projects holistically and in a streamlined approach with the objective of leveraging the synergies across Whole-of-Government.  Some of the emerging themes are e-government, access to open data, citizen engagement and so forth.  To succeed in this role, you should have at least 10 years of experience working in a consulting firm, with a focus on technology or digital initiatives.  Preferably with exposure to public sector and a good grasp of interoperability.  You should possess strong communication skills, with the ability to tell a compelling story, linking technology with business. You also have a natural flair in working with people, with the ability to cultivate strong working relationships, collaboratively across the organisation with the view of shaping the transformation programmes.",,"Director, Technical Masterplanning Office",0.0,,,,Senior Management
"Mapletree Business City, 10 Pasir Panjang Road 117438",Government Technology Agency,27 Feb 2019,28 Jan 2019,Full Time,"Roles & ResponsibilitiesThe Government Infrastructure Group (GIG) is responsible for providing the ICT Infrastructure where the whole government will rely on for its digitalization effort and smart nation initiatives. The infrastructure layer covers the data centers, networks, cloud and endpoints. The modernization of the infrastructure and related services are underway and further efforts will be required to drive the adoption of advanced technologies to bring greater value to the country. If you are someone with strong infrastructure background and passionate about technology, looking for opportunities to work with a team of practitioners and leading industry experts, we welcome you to join GIG.   As an Infrastructure Engineer (Mobility Management), you will be responsible for technology scanning, researching, proposing and implementing mobility solutions to support government digital workspace. You will assist in the assimilation of the solution through experimentation, ushering in the technical know-how, developing conceptual architecture and designs, developing policies, standards and guides and early adopter implementation of these technologies.   What to Expect:  Scan technology landscape on mobility solutions, identify and recommend potential technologies updates/enhancement of the existing government mobility management solution. Participate in POCs and vendor engagements to validate technologies feasibility and viability to business Develop technical write-ups to help in understanding the technology, market position, possible use cases of its use in the government environment Develop architectural concepts for the adoption of the technologies Involve in the tender process to implement the technologies and solution according to governing standards and policies Manage external vendors and contractors to timely deliver and implement the technologies or solutions for Government use Develop standards and guides for adopters of the technology or products/services leveraging these technologies Work with policy developers to evolve our policies to enable the adoption and promulgation of the emerging technologies Engage key stakeholders to understand their needs and concerns, develop well balanced positions of the technologies to address them, address escalated issues or conflicts, participate in platforms such as meetings with the management and manage senior leadership team of vendors to ensure GovTech and the government’s interests are protected.  How to Succeed:  Minimum 7 years of demonstrated technical experience in architecting, engineering and troubleshooting mobility solution in a service provider environment or large enterprise organisation which covers:  Enterprise Mobility Management (EMM) or Mobile Device Management (MDM) Secure remote VPN access Data Protection technology such as containerization Mobile analytic and reporting   Experience with integrating leading EMM or MDM solution with:  Email system such as Microsoft Exchange, encrypted email Remote VPN access Mobile Threat Protection/Detection 2-Factors Authentication solution PKI Services and Digital Certificate Active Directory and Kerberos Authentication Collaboration tools such as Microsoft Office 365, SharePoint Single-Sign On to internal and external systems solution   Operational knowledge of Exchange ActiveSync, AirWatch MDM, Microsoft CAS servers, Apple Device Enrolment Programme or equivalents Experience with developing process, policies and configuration settings in EMM or MDM for the deployment and management of mobile devices (Android, iOS, etc) for enterprise(s) Able to implement mobility concepts such as BYOD, COPE, COSU, Secure Container, MAM, MCM, device lifecycle management, etc Possess deep understanding of:  EMM landscape and technologies Online MDM solution such as Intune Automation and Integration tools such as PowerShell scripting or REST API Security implementation such as S/MIME, PKI, Smart Card and Kerberos Network and system technologies and security principles Mobile device platforms such as iOS and Android (Knowledge on Chrome OS is preferred) Containerization technologies such as Samsung Knox, Android for Work or Android Enterprise   Passion for technology advancement in any infrastructure technology domains is essential Excellent written and verbal communication and ability to create concepts and frameworks to represent the use technologies, influence and communicate effectively with non-technical audience and senior management ",,"Senior Infrastructure Engineer /  Infrastructure Engineer, Mobility Management",0.0,5000.0,Monthly,15000.0,Middle Management
"Mapletree Business City, 10 Pasir Panjang Road 117438",Government Technology Agency,27 Feb 2019,28 Jan 2019,Full Time,"Roles & ResponsibilitiesThe Government Infrastructure Group (GIG) is responsible for providing the ICT Infrastructure where the whole government will rely on for its digitalization effort and smart nation initiatives. The infrastructure layer covers the data centers, networks, cloud and endpoints. The modernization of the infrastructure and related services are underway and further efforts will be required to drive the adoption of advanced technologies to bring greater value to the country. If you are someone with strong infrastructure background and passionate about technology, looking for opportunities to work with a team of practitioners and leading industry experts, we welcome you to join GIG. The Infrastructure Engineer for Government Infrastructure Group is responsible for designing, implementing and supporting systems for the Whole-of-Government (WOG) level. You will be part of a talented team of engineers that demonstrates superb technical competency, delivering mission critical infrastructure and ensuring highest levels of availability, performance and security. This requires close collaboration with cross-functional team members. What to Expect:  Responsible for the operations management of an enterprise wide infrastructure and application monitoring system (IAMS) to provide proactive availability, fault and performance monitoring for WOG ICT services. Analyse IAMS effectiveness and devise action plans to improve the monitoring visibility of the WOG ICT services’ performance. Collaborate with various service owners to define performance matrix and develop business dashboards for the various WOG ICT services. Correlate the IAMS monitoring data and provide analysis for the identification of ongoing performance degradation of the WOG ICT services. Develop operations management procedures to maintain availability and optimal performance of the IAMS.  How to Succeed:  At least 5 years of experience in operations management of large scale enterprise monitoring systems. At least 1 year of experience in programming / scripting using Chef, Perl, Python and Restful API. Preferably to have experience in implementation of large scale enterprise monitoring systems. Technical knowledge and understanding of enterprise products like BMC, CA, NetScout, Riverbed and ServiceNow. Certification in any of the technologies listed above will be an added advantage. Team player with strong analytical thinking and problem solving skills. Knowledge of ITIL processes and procedures. ",,"Infrastructure Engineer, Infrastructure And Application Monitoring",0.0,5000.0,Monthly,10000.0,Middle Management
"High Street Centre, 1 North Bridge Road 179094",Thye Hua Kwan Moral Charities Limited,27 Feb 2019,28 Jan 2019,Permanent,"Roles & ResponsibilitiesA training officer plays a crucial role in a multidisciplinary vocational rehabilitation team to empower people with disabilities to participate in work activities to gain a sense of identity, improve self-esteem, and a way to give back to society.   You will work closely with the occupational therapist, case worker, caregivers and community partners as part of the multidisciplinary team.  Your challenge is to implement innovative strategies to train people with disabilities to integrate them into the workforce.   Job Scope of Training Officer/Coach    Meet the emotional, social, physical and cognitive needs of each client with Autism Spectrum Disorder (ASD).    Client training   Plan and evaluate both long and short range activities in accordance with curriculum objectives, developmentally appropriate practice and program philosophy  b.    Train and facilitate clients to meet their rehabilitation goals c.     Work with Healthcare professionals to implement intervention d.    Quality control of clients work e.    Contribute to case reviews f.    Prepare and submit ICPs, Progress Reports, Lesson Plans and Incident Reports to the        Centre Managers g.   Maintain confidentiality of clients and residents’ personal data as according to the             Personal Data Protection Act (PDPA)   2.   Routine TO admin duties a.   Take client attendance b.   Prepare and update client’s paperwork c.    File all paperwork in a timely manner d.    Maintain and develop a proper system of client’s Individual Care plan (ICP), attendance,        training programme records and other administrative records.         e.    Maintain client records with proper filing of client’s medical issues, incidents and               development. f.     Maintain a safe and healthy environment by ensuring hygiene and cleanliness of the centre and clients.         g.    Ensure the safety and security of the clients.         h.    Report any suspect abuse to Centre Manager.   3.    Program development        a.    Develop training materials by providing subject matter knowledge such as culinary,               housekeeping, etc b.   Assist in the research and production of training materials c.   Arrange a classroom environment in accordance to program goals and philosophy.  ","Requirements Pleasant personality, possess initiative and is a team player Passionate about making a difference to improve the lives of others in the community. Minimum GCE O level, diploma preferred Relevant experience in the fields of Special Education, Counselling or Care service with exposure to persons with ASD is an added advantage. However this is not a requirement. Supervisory experience in F&B, production line, bakery, physical education, arts and crafts, housekeeping or prior healthcare experience an advantaged. On the job training will be provided.  Able to work independently as well as a team player Self-motivated and keen to develop professionally Desire to learn about the culture of ASD and patience to guide persons with ASD Enrolling in courses related to autism and special needs will be compulsory ",Training Officer,2.0,1530.0,Monthly,2000.0,Non-Executive
"Oue Bayfront, 50 Collyer Quay 049321",Abeam Consulting (Singapore) Pte. Ltd.,27 Feb 2019,28 Jan 2019,"Permanent, Full Time","Roles & ResponsibilitiesJob Title: SAP HCM Senior Consultant for S4 HANA HCM Cloud based implementation with SF integration experience Job Description: This is a delivery-focused role, managing complex delivery and/or operations and supporting sales activities. Consultant must be able to travel frequently locally and overseas. Responsibilities:  As ABSG Senior SAP HCM Consultant, you will be working with our client with cross-functional teams. IT development team and business users as consulting level. Involved in the full process of data gathering and analysis on user requirement, project design, strong project implementation in HR/HCM modules, post-implementation support and roll-out. Identifies, assesses and solves complex business problems for area of responsibility, where analysis of situations or data requires an in-depth evaluation of variable factors You will also be involved in carrying out SAP HCM-S4 HANA and Successfactors implementation projects. Strong technical skills in all areas of the HCM modules in a consulting environment in various industries ","RequirementsRequirements:   Must have more than 6-7 years in total of both S4 HANA & HCM implementation with integration to Successfactors - Mandatory At least 3 end to end implementations should be completed in SAP HCM The candidates with experience in the similar implementation will be given preference. Candidates who has worked on the S4 implementations will be given preference. Employees worked with the Resource Intensive domains (Manpower Business, High class Security etc) will be given preference. Proven experience in roll-out project before is an added advantage Proven experience in communicating and presenting at business level to MNC clients. Experienced in supporting testing and data migration experience, as well as drafting of functional specification for reports, interface, enhancement, forms You must have excellent analytical, presentation and soft skills including communication on how to handle existing clients and be client oriented with excellent problem solving skills. Able to write clearly and concisely in prepare training materials You must possess a personal attribute such as creativity, positive thinking, quick learning, imagination, leadership, judgment and maturity, curiosity, strong interpersonal skills, professional integrity and initiative. Able to start in a short notice period; working in tight deadlines and short notice is very common Able to start immediately  Take this opportunity to join an international team of professionals, implement and develop software and consulting solutions in international projects and gain cultural experience, to set a serious foundation for future career steps.",Sap Hcm Senior Consultant,1.0,6000.0,Monthly,9000.0,"Professional, Executive, Senior Executive"
"Lingjack Industrial Building, 1 Woodlands Terrace 738471",Lingjack Engineering Works Pte Ltd,27 Feb 2019,28 Jan 2019,Full Time,"Roles & Responsibilities   Analyse and managing in-house users’ project proposals, requirements and scope, includes determining feasibility, cost and budget, time and schedule, resource required, compatibility with current system(s), potential problem areas, assess system performance and recommend solutions for projects to meet users’ requirement. Responsible for the maintenance of application systems by proper modification and deployment of application changes due to user requests or upgrades of operating systems, database systems and/or 3rd party software and to ensure data in handled, transferred or processed according to company guidelines.  Provide application support and advice to users to enable the effective and efficient use of the applications, including troubleshooting and resolving hardware, software, connectivity, user access and component configuration problems. Develop, test and deploy applications or scripts to extract, transform and migrate data from one system to another before execute system from test region to actual run.       ","Requirements   Diploma/degree in Computer Science, IT or relevant field. Problem-solving aptitude. Able to manage multiple projects. Experience with system installation, configuration and analysis.     ",Information Executive,0.0,2400.0,Monthly,3000.0,Fresh/Entry Level
21 Lower Kent Ridge Road 119077,National University Of Singapore,27 Feb 2019,28 Jan 2019,Full Time,"Roles & ResponsibilitiesThe Cardiovascular and Metabolic Disorders (CVMD) Programme houses state-of-the-art technologies for profiling mitochondrial function and metabolic adaptations in human patients and other model organisms, and undertakes translational and clinical research in cardiovascular and metabolic disorders. The studies in Dr Jens Titze’s laboratory aims to investigate the role of salt and water homeostasis and immune cell function in these barriers, and the mechanisms responsible for their effect on health and disease in mouse models and in humans.  Till date, they have found that salt and water metabolism in the biological barriers such as kidney and skin is important for body energy metabolism and blood pressure regulation. The selected candidate will perform a variety of research activities will include planning, organising and conducting research studies within the overall scope of a research project under the supervision of the Principal Investigator or his/her designate: -   Establish work procedures to maintain high efficiency and productivity of the laboratory. Coordinate the development of forms, questionnaires and the application of qualitative and quantitative research techniques; write procedures manuals for data collection and coding. Accurate monitoring, documenting and reporting of experimental results and research findings. Evaluate and interpret collected data and prepare oral presentations or written reports / scientific manuscripts / literature for publication and analyses setting forth progress, adverse trends and appropriate recommendations or conclusions. Contribute to occasional laboratory demonstrations and some project management. Provide guidance to undergraduate / medical students and research assistants. Perform other related duties incidental to the work described therein. ","Requirements Master’s Degree in Science/Life Sciences or MD/MBBS. Minimum 2 years of relevant experience in the design and conduct of experimental projects. Knowledge of the scientific background relevant to the research area.   Demonstrated good knowledge, skills and expertise in supporting various research activities. Possess laboratory experimental skills: Mouse Experiment (genera handling of mouse, dissection, drug administration (i.v., i.p., gavage) Blood pressure measurement in mouse (Catheter and/or telemetry) DNA, RNA and Protein Working (PCR and western blot) General handling of cultured cells Evaluation of angiogenesis and apoptosis in mouse tissues Histopathological investigation of mouse tissues A strong team player who is able to prioritise, multi-task and work collaboratively in a research environment of diverse workforce. ",Research Associate,0.0,44760.0,Annually,85272.0,Non-Executive
"German Districentre, 3 Toh Tuck Link 596228",Sgs Testing & Control Services Singapore Pte Ltd,27 Feb 2019,28 Jan 2019,Full Time,"Roles & Responsibilities New Supplier Corporate, Facility and Product Approval Nutrition and Allergy Data Management Specification Management Food Legislation Complaints GFSI certification management Testing & Cutting Program Cooking Equipment / Facilities for sensory Validation of Cooking profiles Data reporting to SPEQ  ","Requirements Degree/ Diploma in Food Safety/Microbiology/Chemistry or Food Technology Experienced in Food Industry, Food Safety, Food Technology and Processing Areas.  Experienced in the food industry and production of at least 4 of the following categories ( Ground beef and Chicken processing, Buns, Fries, Condiments and Sauces, desserts and beverages) Experienced in HACCP and basic knowledge on GFSI Standard.   Process experience is a must. Excellent Verbal and Written Communication skills.  ",Food Technologist,0.0,2200.0,Monthly,2500.0,Executive
"Ubi Techpark, 10 Ubi Crescent 408564",Web Synergies (S) Pte Ltd,27 Feb 2019,28 Jan 2019,"Contract, Full Time","Roles & ResponsibilitiesABAP Experience in the following - Core R3 ABAP concepts like Reports, Interface, Enhancement, BDC, Forms etc - OOPS Concepts - Knowledge on implementing BADI - able to do the datasource Enhancement and build logic to get data - Should have worked on extracting data from SAP and non-SAP system - Knowledge on the modules like SD,MM & FICO     ","Requirements- Must have 4 + years of SAP ABAP experience. - Experience in end-2-end implementations. - Excellent communication skills - Should be able to interact and support Users - Should have worked on SD, MM and FICO - Experience in SAP BI is an advantage    ",Sap Abap Consultant,2.0,5000.0,Monthly,7000.0,"Professional, Non-Executive"
"One Raffles Place, 1 Raffles Place 048616",Spencer Ogden Pte. Ltd.,27 Feb 2019,28 Jan 2019,"Contract, Full Time","Roles & Responsibilities Create business requirements documentation with process flow diagrams and use case definitions Execute activities such as data mapping, object modelling, page layout design and rule logic definitions Execute testing and validation to ensure that the Salesforce configuration meets the business requirements and solution design Perform data analysis, requirements, design, and migration  Assist in developing training for users  Any other duties as required ","Requirements Bachelor’s Degree At least 4 years of consulting experience with Saleforce  Experience with both agile and waterfall implementation methodologies Understanding of current technologies and Software Development Lifecycle (SDLC) Possess customer relationship management (CRM) application experience (e.g. Salesforce, Siebel, Dynamic CRM)  ",Salesforce Consultant,2.0,5000.0,Monthly,8000.0,Executive
"Plaza 8 @ Cbp, 1 Changi Business Park Crescent 486025",Optimum Solutions (Singapore) Pte Ltd,27 Feb 2019,28 Jan 2019,Full Time,"Roles & Responsibilities Responsible for creation of Business Analyses for changes and projects on the Trading, Transaction processing and Data management processes and systems. Work with Senior BA and other FO/BO application teams to understand their businesses. Gather, analyze, extract and document business requirements of projects including use cases, data, function and quality requirements. ","RequirementsJob Duties & responsibilities  Business Analyst role   Facilitate requirements workshops to engage the various stakeholders such as Front Office/Market risk users to elicit and validate business requirements. Lead and manage issues during UAT/Sprints, and ensure all requirements have proper traceability. Leverage the subject matter experts in Market Risk in delivery of structured and well-thought through solutions. Become an effective “bridge” between users and technology. Respond promptly to issues raised, through good understanding of business, operational and technical considerations, and recommend sound solutions. Document functional specifications and validate the user stories/requirements specs that are provided by users.  2)   Scrum master role :  Lead project / scrum team in design methods and principles, and collaboration discussion between IT and business teams. Work with PO closely in Sprint/Release for prioritization and enable Dev team to be “self organized” and “learning organization” through retrospective. Work with the project manager to ensure risks, issues, costs and schedules are appropriately managed following agile principles. Help teams plan, execute, review, and retrospect the iterations            Required Experience   Education – Bachelors or higher degree preferably in business or Computer Science IT At least 4 years working as a Business Analyst. At least 2 years working in agile projects preferably as the role of the Scrum master. Possess strong Treasury knowledge preferably with experience in the market risk domain. Experience working with market risk systems from the treasury end preferably Murex. Must be organized, able to work with minimal supervision, flexible to switch and work on different projects/enhancements and manage them in a timely manner Experience working on Jira, Confluence will be an advantage.    Essential Skills & Prerequisites  At least 4 years of BA experience in a banking environment. Experience in writing user stories/requirement specs and functional specifications. Attention to details, team player and pro-active. -Open minded, able to think out-of-the-box, able to address problems in effective and efficient way, with good problem solving skills.         ",Agile Risk Business Analyst,7.0,9000.0,Monthly,11000.0,Manager
