company_location,company_name,date_expiry,date_posted,employment_type,job_description,job_requirements,job_title,num_apps,salary_lower,salary_type,salary_upper,seniority
"Parkview Square, 600 North Bridge Road 188778",Bdo Consultants Pte. Ltd.,07 Feb 2019,08 Jan 2019,"Permanent, Full Time","Roles & ResponsibilitiesYou are required to lead team to conduct primary and secondary search, do data compilation and analysis together with the consultants.  Brainstorm and source for marketing ideas, involve in development of marketing strategies and plans, implement marketing activitiesk, support in project operations and management including liaising with the relevant stakeholders and partners.","RequirementsWe are constantly seeking for dedicated talents to join our practice.  To be part of our team, you should possess:   * Minimum degree in Marketing, Business, Management or equivalent   * Minimum 4-5 years experience in Brand consultancy or equivalent   * Excellent verbal and written communication skills are essential   * Able to multi-task and have a strong capability to meet deadlines and client expectations   * Possess excellent analytical skills, strong attention to detail and able to work with minimal supervision   * Must be a collaborative team player, who takes initiative and possesses flexibility   * Proficient in MS office   * Outspoken with excellent communication and interpersonal skill               ",Assistant Manager (Branding),2.0,4500.0,Monthly,6000.0,Executive
"Parkview Square, 600 North Bridge Road 188778",Bdo Consultants Pte. Ltd.,07 Feb 2019,08 Jan 2019,"Permanent, Full Time","Roles & ResponsibilitiesYou are required to work with team to conduct primary and secondary search, do data compilation and analysis report.  Brainstorm and source for marketing ideas, involve in development of marketing strategies and plans, implement marketing activitiesk, support in project operations and management including liaising with the relevant stakeholders and partners.","RequirementsWe are constantly seeking for dedicated talents to join our practice.  To be part of our team, you should possess:   * Minimum degree in Marketing, Business, Management or equivalent   * Minimum 1-2 years experience in consultancy or equivalent   * Excellent verbal and written communication skills are essential   * Able to multi-task and have a strog capability to meet deadlines and client expectations   * Possess excellent analytical skills, strong attention to detail and able to work with minimal supervision   * Must be a collaborative team player, who takes initiative and possesses flexibility   * Proficient in MS office   * Outspoken with excellent communication and interpersonal skill               ",Analyst  /  Senior Analyst,5.0,2500.0,Monthly,4000.0,Executive
"Parkview Square, 600 North Bridge Road 188778",Bdo Consultants Pte. Ltd.,07 Feb 2019,08 Jan 2019,"Permanent, Full Time","Roles & ResponsibilitiesYou are required to lead team to conduct primary and secondary search, do data compilation and analysis together with the consultants.  Brainstorm and source for marketing ideas, involve in development of marketing strategies and plans, implement marketing activitiesk, support in project operations and management including liaising with the relevant stakeholders and partners.","RequirementsWe are constantly seeking for dedicated talents to join our practice.  To be part of our team, you should possess:   * Minimum degree in Marketing, Business, Management or equivalent   * Minimum 5-6 years experience in Brand consultancy or equivalent   * Excellent verbal and written communication skills are essential   * Able to multi-task and have a strong capability to meet deadlines and client expectations   * Possess excellent analytical skills, strong attention to detail and able to work with minimal supervision   * Must be a collaborative team player, who takes initiative and possesses flexibility   * Proficient in MS office   * Outspoken with excellent communication and interpersonal skill               ",Business Development Manager,16.0,5000.0,Monthly,6800.0,Manager
,Total Oil Asia-Pacific Pte. Ltd.,07 Feb 2019,08 Jan 2019,"Permanent, Full Time","Roles & ResponsibilitiesThis position will report to Regional Purchasing Manager.  Regional focal point of contact for global category strategies for Retail network and Packaging Manage complex sourcing projects across multiple affiliates, including soliciting internal customer requirements for sourcing, bid response analysis and contracting Conduct the commercial and contractual negotiations of Goods & Services (G&S) purchases Analyze and identify the various G&S purchasing (spend) requirements and actively drive cost reduction Analyze the current and future trends and opportunities in the supply market Train affiliates on sourcing and purchasing tools, and new tools rolled out by the Group Manage the regional process improvement of the SAP system, to reduce opportunities of fraudulent transactions Verify and consolidate in budgeting process for affiliates assigned Prepare and generate purchasing reports (KPI, performance and cube) for the region as well as ad-hoc reports Set up review sessions with business units on Key G&S suppliers Maintain vendors on-boarding for vendors Assist to troubleshoot vendor master data online system Provide guidance and ensure compliance with procurement policy and relevant guidelines/ regulations Assist and advise on all procurement issues Support all other tasks/projects assigned when required ","Requirements Possess minimally a degree in Business Administration, Economics or equivalent academic or professional training Procurement knowledge or experience preferred Proficient in using Excel and PowerPoint Independent and motivated Possess strong analytical and communication skills ",Purchasing Analyst,30.0,3300.0,Monthly,4500.0,Executive
"Suntec Tower Two, 9 Temasek Boulevard 038989",Six Financial Information Singapore Pte. Ltd.,07 Feb 2019,08 Jan 2019,Full Time,"Roles & ResponsibilitiesThe SSO group provides business support services to the front line sales channels within the financial information business of SIX. The Head of SSO in APAC is the functional line leader for all staff who fall into the remit of the unit, working in close co-operation with the sales channel leaders and the local management structures. The Head of SSO APAC is the leader for this regional group, providing vision and direction for their reporting staff members. They are also expected to perform all senior management functions for the group including staff selection, motivation and management, performance and delivery management and financial reporting and control. Finance and HR support is provided by the functional teams of those groups. In this particular case (APAC) the location of the teams are Singapore and Tokyo but in aggregate is not a large team and hence it is expected that the incumbent will also play a part directly with customers and potential customers. To this end, experience in regulatory and compliance requirements in the middle and back office, and the underlying data requirements that these create would be a distinct advantage. The role reports into Head Business Development, MPP.","RequirementsMain Duties 1. A key positive aspect of the SIX engagement model with clients is the quality and expertise of the staff and resources we deploy is support of the sales force during the sales process. The Regional Manager Role in SSO role is primarily responsible for the delivery and management of product, service and sales support in the defined region. Some regions will operate on a ‘hub and spoke’ basis where a number of countries are supported as ‘spokes’ from the central location. The rational for this is to allow the development of resources in strength and depth and to allow the limited support staff in smaller countries to access the resources and expertise of an entire department easily and quickly. 2. The Regional Manager will organize and manage resources on a regional basis to provide effective sales support to the three sales channels. It is envisaged that these services will include data consulting, integration services, API and interfacing training and consulting and client facing project management, i.e. to facilitate the sales of our complete offering of products and services both technically and administratively. 3. Functionally, this will cover pre-sales support, quote/proposal production, support for entitlements set up, delivery and installation etc. In most of these elements, there is the need to liaise effectively with the global group who have ultimate responsibility for the function e.g. Finance, Legal, Technology etc. 4. Resources (both in terms of quantity and skill set) should be planned so that support can be economically and efficiently provided where it is required, with some skills provided locally, and others provided regionally (or in a few cases globally) to achieve the economies of scale and scope. Where possible and sensible, these should map onto the organization of the sales channels to foster a close and supportive working relationship. 5. Certain team members will also take on responsibility for ‘Expert Support’ working closely with GDO, MPP and the Partner business . This will mainly be for problems or service/content deficiencies that need to be pro-actively managed to a successful conclusion on a client-by-client basis over a period of time. We expect that the majority of the ‘Expert Support’ is actually provided by the Project Managers – they manage the long term problems to resolution and are well placed to manage the expectations of the client – something that a helpdesk by its very nature cannot do easily. It addition, SSO will have the domain experts that may well be required for analysis of detailed or ongoing problems. The Regional Manager may well get involved in particularly difficult or high visibility problems, including leading to a resolution. 6. Many projects will involve working alongside business partners by offering integration support for SIX data into a partner’s solution, or integrating an element from the partner into a solution provided by SIX. The SSO group will work closely with the Partners team to deliver such integration and project support. Of particular importance here is the recognition, protection and growth of the value that SIX adds into the overall solution such that we do not get marginalized by an aggressive partner. It is also important that such solutions lead to repeatable, high value sales opportunities for SIX, rather than remaining as ‘once-off’ deals. Your Profile We are looking for a self-starter who can work independently yet be equally comfortable working within a team within a matrix organisation.  A solid understanding of Market Regulation and its impact on Financial institutions and regulatory topics is necessary, as is a general knowledge of a variety of asset classes (Equity, Fixed Income, Commodity, Funds and FX markets).  An appreciation of the compliance and regulatory framework within financial institutions.  Good presentation, documentation and communication (oral and written) skills. Ability to build strong relationships with prospects, clients and internal stakeholders and document detailed requirements.  A solid understanding of Sales and Project Management lifecycles.  Demonstrate enthusiasm to learn about, and maintain, their knowledge of the details of the market, including regulation, competitive positioning, technical issues around data delivery and current ‘hot topics’ in the industry.",Head Of Sso (Apac),6.0,144000.0,Monthly,216000.0,Middle Management
,Compo 2000 Pte Ltd,07 Feb 2019,08 Jan 2019,Contract,"Roles & Responsibilities Thorough understanding of the software consulting/staffing services in (preferred) BFS (Banking Financial Services) domain. Good exposure and networking with BFS industry and respective IT teams. Good hands on experience in software consulting/staffing services. Ability and interest to work with start-up and handle business challenges dynamically. Exposure to onsite & offshore operation methodology. Capable enough to sketch out business plans to reach out to clients for selling software consulting/staffing services. Should be responsible for making business proposals / follow ups of Pre and post sales. Responsible for reaching out to the prospect leads including gate crashing and identify decision makers for selling software consulting/staffing services. Responsible for maintaining and developing relationships with the prospective customers through constant follow up. Generating leads through available sources such as internet and regional networking. Responsible for making presentations on software consulting/staffing services to both new and existing clients. Attending meeting with clients, coordinating with respective internal stake holders for closures. Involve in research & analysis, investigate potential opportunities for new business in software consulting/staffing services. Ability to manage multiple client relationships and engagements, ensuring client satisfaction. Preparation of proposals, Handling all documentation work, writing business emails Good knowledge of analyzing competitors, hands on in preparing the presentation with a clear cut competitive analysis of respective consulting /staffing services. Continuous analysis competitors and their business models. Work for target oriented environment. Formulating a business plan and strategy for the growth of software consulting/staffing services business by working closely with internal stake holders. Travel to client places to meet up the business opportunities. Provide accurate and timely management information like; 	     a. Target focused action plan 	     b. Activity reports, weekly, monthly & quarterly performance reports. 	     c. Revenue generation reports 	     d. Forecasts   Quickly understands the business issues and data challenges of client's organization and industry. Identifies client organization's strengths and weaknesses and suggests areas of improvement. Reviews and edits requirements, specifications, business processes and recommendations related to proposed solution. Form the necessary teams and manage them effectively across business lines. Coordination with IT recruitment, HR team and pre sales teams Good networking/influence with IT skilled people locally. ","Requirements Communication (English fluency is must) Delivers informative, well-organized presentations. Understands how to communicate difficult/sensitive information tactfully. Good understanding of 	 Areas of application programming, database and system design. Internet, Intranet, Extranet and client/server architectures. How legacy and web-based systems interface with each other. Exposure to latest IT trends like Agile, CI ,Cloud etc   Exhibits confidence and an extensive knowledge of emerging industry practices when solving business problems. Pushes creative thinking beyond the boundaries of existing industry practices and client mindsets. ",Business Development Manager,6.0,6000.0,Monthly,8000.0,"Middle Management, Professional"
"Oue Downtown, 6 Shenton Way 068809",Grabtaxi Holdings Pte. Ltd.,07 Feb 2019,08 Jan 2019,"Permanent, Full Time","Roles & ResponsibilitiesThe day-to-day activities:   You will be responsible for monitoring day to day MySQL, PostgreSQL and or other OLTP database systems in terms of operations and management   Perform database capacity planning and maintenance, monitoring and performance tuning   Diagnose any database issues and employ measures to prevent recurrence   Work with engineering and operations team in building tooling to drive scalability, reliability and performance   Research and develop new technologies and approaches for building highly available data persistence systems   Advice and support product, engineering, support and operation teams   Participate in on-call rotations  ","RequirementsThe must haves:   Preferably a degree in computer science, software engineering, information technology or related fields   Deep understanding and real passion for relational database theory and database fundamentals   Deep understanding of MySQL storage engines (understanding of PostgreSQL internal engine would be an added plus)   Proficiency with Linux system administration   Extensive experience with installation, management, upgrades, backup and restore of large MySQL, PostgreSQL and or other OLTP database system installations   Experience benchmarking, clustering and tuning the databases for performance, reliability, high availability and scalability   Experience in automation development, shell, python or Golang   Familiar with a key-value store or data structure database (such as Redis, ElasticSearch et al)   Experience with AWS RDS / Elasticache / other AWS Database Services or experience with management of databases in AWS environment will a strong plus   Strong CS fundamentals (with competencies in algorithms and data structures)  ",Database Engineer,7.0,5500.0,Monthly,9000.0,Professional
32 Carpenter Street 059911,Untangle Ai Pte. Ltd.,07 Feb 2019,08 Jan 2019,Full Time,"Roles & ResponsibilitiesWe are looking for a high-performing Sales person to join our growing team. We need a person who is charismatic and diligent that has some years of experience under their belt and is ready to hit the ground running and to contribute from day one. As an experienced sales person you will play an integral role in the forward facing aspects of the company and be responsible for our deal flow. You will take some responsibility for the conception and ideation of our products given market data, client interactions and to deliver to our customers needs. You will be expected to use your experience to drive company sales forward and break new ground. If you are an aggressive, enthusiastic, experienced sales person looking to build an exciting company then come join us. Responsibilities:  Develop and manage our sales pipeline Achieve growth and hit sales targets Design and implement a strategic sales plan that expands the company customer base and ensure it’s strong presence Build and promote strong, long lasting customer relationships by partnering with them and understanding their needs Present sales, revenue and realistic forecast reports to the management team Conduct research, analysis or interviews for insights Identify emerging markets and market shifts while being fully aware of new products and competition status. Provide trustworthy feedback and after-sales support Recommend product or service enhancements to improve customer satisfaction and sales potential. ","Requirements Proven sales track record in the software or tech consulting space Outstanding communication and negotiation skills Market knowledge in the AI/Data science is a plus Experience in customer support is a plus    Qualifications  BS/MS in Business Administration or related field.  Successful previous experience as a sales rep or sales manager, consistently meeting or exceeding targets.  Soft Skills  Ability to lead and self-manage projects and tasks. Strong ability to build rapport. Ability, desire and motivation to learn quickly and pick up new skills. Organized and be able to prioritize workload in order to meet necessary deadlines. Demonstrable teamwork attitude, ready to initiate collaboration and resolve conflicts. Creatively problem solve technical/product limitations. Strong sense of customers and products, with impeccable attention to detail. ",Sales Manager,11.0,5000.0,Monthly,6000.0,Middle Management
"Shenton House, 3 Shenton Way 068805",Techcom Solutions Asia Pacific Pte. Ltd.,07 Feb 2019,08 Jan 2019,"Contract, Full Time","Roles & ResponsibilitiesThe Programmers shall be required to:  Code, modify, test, correct and document new and existing programs using assigned languages, tools and coding conventions; Prepare and document test data; Prepare and set up testing and production environment; Prepare and maintain program and system documentation; Assist in establishing file structures and processing logic requirements; Produce deliverables according to group standards and procedures; Assist Project Leaders in the study and design of application systems and work coordination, project management and user training work; Troubleshooting and supporting end-users in the implementation and maintenance of application systems; Train other contract programmers in the relevant skills; Participate in Disaster Recovery activities eg simulation exercise at Disaster Recovery sites; Learn / pick up new programming skills related to System Development and Maintenance as assigned by the supervisors; Any other tasks related to System Development and Maintenance as assigned by the supervisors; ","RequirementsThe Programmer shall be required to: (i) Have three (3) years’ experience in each of the programming skills:  JSP - Servlet Java Bean Java Script Session management JDBC, SQL  (ii) Have one (1) year experience in coding programs using each of the skills:  MVC modeling; Java Server Faces EJB (session, entity & message, Service Locator, Business Delegate, Data Transfer Object, Data Access Object), -  (iii) Preferably have hands on experience on the following:  IBM RAD9.0 or above or Eclipse or equivalent – ECLIPSE Portal and Portlet development using JSF Jtpl (page template) n-Tier Architecture Java Web Security/LDAP JEE Security JEE Transaction XML Web Services (WSDL) JNDI Ajax JSON UML diagrams Secure coding to prevent application vulnerabilities (for eg. Cross-site scripting; Injection vulnerability flaws such as SQL injection, command injection; Race conditions; Improper error / exception handling, etc) ",Java Developer,2.0,5500.0,Monthly,6500.0,Professional
"Haig Court, 152 Haig Road 438791",Styletheory Private Limited,07 Feb 2019,08 Jan 2019,"Permanent, Full Time","Roles & ResponsibilitiesJob Summary: As the Product Marketing Manager (PMM), you will be directly responsible for meeting Product Marketing KPIs via successfully driving customer adoption and brand love across the spectrum of Style Theory products. You will be in charge of deploying a Marketing Strategy that unifies all Marketing channels to operate towards a common goal (i.e Growth/Acquisition) through a well-planned executional Marketing calendar for each Business Product Line (BPL).  In this role, you will closely collaborate and have point-of-contact responsibilities between BPL owners and Marketing Channel Stakeholders to co-create a performance-driven cross-channel strategy to meet business goals. The PMM will have the opportunity to launch new initiatives to expand the Product Marketing portfolio, as well as work with Content Teams to create high quality content ideas and campaigns across all marketing channels.  You will also be responsible for growing adjacent channel opportunities (i.e. PR, Brand Partnerships) to enhance performance of overall Marketing efforts, working with stakeholders to curate new opportunities with external parties to expand our Brand and Marketing competitive advantage.  The Product Marketing Manager will report to and work closely with the Head of Marketing to manage each BPL Marketing portfolio and make recommendations on budgets and decisions that directly impact and drive huge success for Style Theory. Responsibilities:    Act as Marketing Stakeholder to support specific Business Product Lines (BPL), Style Theory Apparel (Unlimited, Starter, Pro), Style Theory Bags Work closely with BPL Owners (e.g. Bags-Jayme) to successfully launch and grow each BPL by 		 Contributing to Product Growth KPIs such as Subscriber and Waitlister numbers Managing Marketing Growth Drivers such as Marketing Funnel Health, channels, initiatives, and campaigns across entire customer journey   Co-own Marketing KPIs for the BPL by 		 Regularly tracking and reporting on acquisition performance, funnel health, acquisition costs Coordinating product updates and working through Marketing Channel Stakeholders to support BPL needs, track performance, and recommend necessary corrections to meet targets Monitoring Channel Level Metrics and attribution to Marketing KPIs, facilitate discussion with Channel Stakeholders to understand Channel performance and contribution to overall KPIs Working with the Head of Marketing on new ways to break apart performance evaluation, set targets, and optimise for greater impact across all marketing efforts Working with the Head of Marketing to analyse customer and performance data to distill-insights and shape marketing strategy for each BPL   Own Marketing Calendar for the BPL by 		 Working with Marketing Channel Stakeholders to develop a longer-term, forward-looking Product Marketing Calendar (up to 6/12 months in advance) that blends seasonal opportunities, performance run-rates, branding efforts, and business KPIs Researching and providing market/product customer insights, work with Content Team to study customer psycho-graphics, understand motivation, barriers to entry, define key customer segments and personas to create higher quality content and campaign ideas to meet Acquisition and product-success KPIs Working with Marketing Channel Stakeholders to orchestrate campaign execution across all platforms and channels according to Product Marketing Calendar in a timely and performance-oriented manner   Manage PR/Brand Partnership Opportunities by 		 Discerning incoming PR/Partnership opportunities with other brands that are valuable to Style Theory Working with Marketing Channel Stakeholders to leverage opportunities for external collaboration     ","RequirementsRequirements:  At least 5 years of working experience in digital, product marketing, brand management, or product management roles, with a proven record of growing a product or brand successfully Prior executional experience in Digital Marketing channels, CRM, Paid performance advertising, Branding and PR Excellent understanding of digital consumer funnels, digital marketing technology, and digital tracking toolsets (e.g. Google Analytics, Branch.io) for performance evaluation Ability to develop, execute, and communicate a long-term strategic vision, while also balancing immediate priorities and opportunities Excellent analytical and problem-solving skills with a strong results-oriented mindset, must love working with data and technical setups, able to relate to qualitative aspects of work Capable of analysing user and performance data (via Excel or Tableau equivalent) to establish clear measures of success and build compelling stories with data using charts, graphs, and coming up with actionable insights Passionate about the Fashion and Sharing Economy space, Style Theory brand and what we are doing Action-oriented, and enjoys the challenges of a fast-paced, high-stakes environment Strong communication skills, works well in a team setting, managing of internal and external stakeholders Strong and critical thinker, problem solver Strong willingness to learn and grow independently, has an owner/builder mentality Strong entrepreneurial drive and be resourceful, with the ability to thrive in a fast paced, constantly changing environment Prior experience with technical/analytical/tracking toolsets such as Bigquery, Tableau, Amazon Redshift, Google Cloud, Google Tag Manager a plus ",Product Marketing Manager,6.0,,,,Manager
"Ub. One, 81 Ubi Avenue 4 408830",Bizhub Asia Pte. Ltd.,07 Feb 2019,08 Jan 2019,Permanent,Roles & Responsibilities Process and Input data-entry for Loan Applications. ,"Requirements Minimum Diploma in Business Discipline or equivalent/ GCE ’O’ Level. At least 1 Year(s) of working experience in the related field.    Qualified or interested candidate, Kindly click apply below or email us a copy of your resume in MS Word format to: jobs.bizhub@gmail.com Kindly indicate the following details in your resume: 1. Current and Expected salary 2. Reason for leaving for current and previous employment 3. Earlier availability date 4. Position that you are applying for We regret that only shortlisted candidates will be notified. However, rest assured that all applications will be updated to our resume bank for future opportunities/references.",Marketing Assistant,1.0,2300.0,Monthly,2500.0,Junior Executive
"Marina Bay Financial Centre, 12 Marina Boulevard 018982",Dbs Bank Ltd.,07 Feb 2019,08 Jan 2019,"Permanent, Full Time","Roles & ResponsibilitiesJob Objective  Maintain effective/efficient payment processes and operations Cross support teams within Group Procurement & Services Perform tasks and processes as assigned by supervisor from time-to-time.  Responsibilities   Verify invoices received to ensure validity / completeness of supporting documents Track all manual invoices received into tracking system ensure payments are made within stipulated SLA Liaise with user departments, including oversea entities, to validate invoices / seek DOA approval prior to invoice processing Liaise with DBS Tax Dept on tax issues for invoices relating to oversea entities Liaise with DBS Tax Dept and oversea vendors on applicability of Withholding Tax Prepare/ perform checking of payment advices to ensure all payments are properly supported and authorized Prepare General Ledger Voucher for multiple bankwide charge-outs Batching of manual invoices for submission to Finance for payments Prepare monthly accruals for timely submission to Finance Performs quarterly GST certification for electronic and manual invoices paid Tracking / monitoring of ageing electronic transactions and manual invoices for follow-up with internal customers Prepares data for monthly management reporting Support users and vendors on issues/queries relating to invoicing, payments, and accruals Support / participate in projects assigned by supervisor.  Job Dimensions Maintain an efficient invoice management process to support internal customers, including oversea entities, and ensure prompt payment to vendors.","Requirements Degree holder in business, finance, accounting, or related discipline Relevant experience in banking or finance industry for support operations Experience on handling accounts payable or receivable is preferred Sound knowledge in accounting or finance Knowledge & understanding of the operational requirements of accounts receivable and/or payable Good interpersonal & communication skills Able to work independently and in a team environment  ","Analyst, Payment Analyst, Group Procurement & Services, T&O(19000044)",23.0,2550.0,Monthly,5100.0,Executive
"Ub. One, 81 Ubi Avenue 4 408830",Bizhub Asia Pte. Ltd.,07 Feb 2019,08 Jan 2019,Permanent,"Roles & Responsibilities Handling of incoming call and outgoing mail. Data Entry, Filing and Organisation. Liaising with vendors, suppliers & partners. Basic bookkeeping – E.g. issue invoices, quotes, cheque. Maintaining of leave, expense records, HR documentation, etc. Update of CRM record. ","RequirementsQualified or interested candidate, Kindly click apply below or email us a copy of your resume in MS Word format to: jobs.bizhub@gmail.com Kindly indicate the following details in your resume: 1. Current and Expected salary 2. Reason for leaving for current and previous employment 3. Earlier availability date 4. Position that you are applying for We regret that only shortlisted candidates will be notified. However, rest assured that all applications will be updated to our resume bank for future opportunities/references.",Admin Executive,14.0,1800.0,Monthly,2500.0,Executive
"Marina Bay Financial Centre, 12 Marina Boulevard 018982",Dbs Bank Ltd.,07 Feb 2019,08 Jan 2019,"Permanent, Full Time","Roles & ResponsibilitiesJob Objective  Maintain effective/efficient payment processes and operations Cross support teams within Group Procurement & Services Perform tasks and processes as assigned by supervisor from time-to-time.  Responsibilities   Verify invoices received to ensure validity / completeness of supporting documents Track all manual invoices received into tracking system ensure payments are made within stipulated SLA Liaise with user departments, including oversea entities, to validate invoices / seek DOA approval prior to invoice processing Liaise with DBS Tax Dept on tax issues for invoices relating to oversea entities Liaise with DBS Tax Dept and oversea vendors on applicability of Withholding Tax Prepare/ perform checking of payment advices to ensure all payments are properly supported and authorized Prepare General Ledger Voucher for multiple bankwide charge-outs Batching of manual invoices for submission to Finance for payments Prepare monthly accruals for timely submission to Finance Performs quarterly GST certification for electronic and manual invoices paid Tracking / monitoring of ageing electronic transactions and manual invoices for follow-up with internal customers Prepares data for monthly management reporting Support users and vendors on issues/queries relating to invoicing, payments, and accruals Support / participate in projects assigned by supervisor.  Job Dimensions Maintain an efficient invoice management process to support internal customers, including oversea entities, and ensure prompt payment to vendors.","Requirements Degree holder in business, finance, accounting, or related discipline Relevant experience in banking or finance industry for support operations Experience on handling accounts payable or receivable is preferred Sound knowledge in accounting or finance Knowledge & understanding of the operational requirements of accounts receivable and/or payable Good interpersonal & communication skills Able to work independently and in a team environment  ","Associate, Payment Analyst, Group Procurement & Service, T&O (19000044)",26.0,3750.0,Monthly,7500.0,Executive
1 Raffles Quay 048583,"Sumitomo Mitsui Trust Bank, Limited Singapore Branch",07 Feb 2019,08 Jan 2019,Permanent,"Roles & ResponsibilitiesHEAD OF IT We are seeking a suitable and qualified candidate to fill our position of Head of IT.  This position will report directly to the Deputy General Manager of the Bank.  The incumbent will be responsible for the management and overall coordination of the information systems operations and activities including data storage management and security standards management within the branch and with Head Office and other branches. The person will develop, review and implement policies and standards relating to information systems and systems related functions, ensuring adherence to security and other procedures. He will manage and oversee the day-to-day operation of the information systems and other system related activities of the branch, monitor and supervise the security administration of various systems in the branch and the outsourcing systems vendors. He will also be in-charge of the Risk Assessment Exercise of the department’s area of responsibility, including detail analysis of potential risks in department’s operation and development of policies/procedures to mitigate such risks.  As our risk management system, accounting system and settlements system are developed by the Head Office, there will be regular reporting and liaising with the Head Office IT Department.  He is required to work very closely with the Head Office IT Department on our network and email system. He is also required to understand and interpret the information security policies from Head Office which are written in Japanese language. As the Head of IT, he is responsible for the preparation and submission of IT related budget in Japanese language.  As the person in-charge of overseeing the IT Department, he is responsible to contact and liaise with MAS on the IT & information security systems and other related matters of the branch.    ","RequirementsApplicants should possess a degree in Computer Science, MIS or similar computer related field with more than 15 years' experience in similar capacity in a corporate banking environment. The person needs to be familiar and have a good understanding of the business culture and process of Japanese organizations.  Native-level Japanese language ability, both spoken and written, will be essential for this role as there will be regular communication with the Head Office. The candidate must be highly analytical and possess strong leadership qualities, communication and interpersonal skills.  Overseas travel may be required. Remuneration will commensurate with qualifications and experience. Interested candidates are invited to send in your application together with a comprehensive resume, current or last drawn salaries details, contact number and a recent passport size photograph to:   The Human Resources Manager SUMITOMO MITSUI TRUST BANK, LIMITED One Raffles Quay, #24-01 North Tower, Singapore 048583 (Only shortlisted candidates will be notified)",Head Of It,26.0,8500.0,Monthly,9500.0,Senior Management
"Oue Downtown, 6 Shenton Way 068809",Grabtaxi Pte. Ltd.,07 Feb 2019,08 Jan 2019,"Permanent, Full Time","Roles & ResponsibilitiesGet to know our Team: We are all part of the Partner Experience Team under Singapore Operations. The Team onboard new driver-partners, guiding them through sign-up, and activating their accounts to allow them to start Grabbing. We also provide support for our existing driver-partners at one of our 4 driver's centre; Grab @ Sin MingGrab @ JurongGrab @ Kim YamGrab @ Bedok With dedication and the passion to serve, we will take on all kind of issues from our driver-partners and strive to solve it. Our goal is for our driver-partners to leave the centre satisfied and knowing that Grab is here for them.  The day-to-day activities:  Manage Daily Walk-in Enquiries at the Branch Facilitate Driver’s Registration and Training Process New Driver’s Activation and Registration Documents Conduct Checks and Verification of Driver’s Information Assist Drivers with Grab's App Familiarisation, Resolve Issues and Enquiries Other Administrative Duties Including Preparation of Daily Reports, Data Entry and Filing May be Deployed at any of Grab's Branches Islandwide ","RequirementsThe must haves:  Diploma/Degree or Equivalent Minimally 1 Year of Front line Customer Service Experience Front desk - customer facing experience is a must 1-2 years in a data entry heavy, administrative role.  Ability to multi-task, handle fluctuating walk-in drivers and email volume.  Proficient computer/typing skills required.  Proficient use of Microsoft Programs (Word, Excel and PowerPoint).  Must possess good interpersonal and verbal/written communication skills with a customer service-oriented attitude.  Proven ability to follow through / follow up and resolve issues.  Ability to work independently with minimal supervision.  Must also be willing to be a team player and coordinate with other departments as needed. ",Partner Experience Associate,26.0,2500.0,Monthly,4000.0,"Fresh/Entry Level, Non-Executive, Junior Executive"
"Az @ Paya Lebar, 140 Paya Lebar Road 409015",The Supreme Hr Advisory Pte. Ltd.,07 Feb 2019,08 Jan 2019,Full Time,"Roles & Responsibilities To carry out maintenance tasks such as modification, overhaul and repair of aerospace components to the specified standard in accordance to the maintenance data Inspection of test instruments, general maintenance of tools and rigs, condition of consumables and general conditions of work area To perform the pneumatic high pressure air testing to ensure the serviceability of the components after repair completion Any other tasks assigned by the Supervisor ",RequirementsDylan Then Reg No: R1878687 The Supreme HR Advisory Pte Ltd EA No: 14C7279  ,Aerospace Technician [Overhaul /  Pneumatic /  Maintenance /  Caas],1.0,2000.0,Monthly,2400.0,Junior Executive
,Natureland Group Pte. Ltd.,07 Feb 2019,08 Jan 2019,Full Time,"Roles & ResponsibilitiesThe Finance Manager (FM) is the lead finance business partner for the organisation and has responsibilities covering all aspects of financial management, performance management, financial accounting, budgeting and corporate reporting. He/She reports to the Financial Controller. He/She must have sound technical as well as management skills and be able to lead a team consisting of finance professionals with varied, in-depth or niche technical knowledge and abilities. He/She consolidates their work and ensuring its quality and accuracy, especially for reporting purposes.  The FM is expected to provide sound financial advice and counsel (on working capital, financing or the financial position of the business) to the Financial Controller as well as the organisation's senior management and leadership team by synthesising internal and external data and studying the economic environment. He/She often has a key role in implementing best practices in order to identify and manage all financial and business risks and to meet the organisation's desired business and fiscal goals. He/She is expected to have a firm grasp of economic/business trends and to implement work improvement projects that are geared towards quality, compliance and efficiency in finance.","RequirementsTypical duties include reviewing financial reports  monitoring accounts, and preparing activity reports and financial forecasts. Financial managers also investigate ways to improve profitability analyze markets for business opportunities, such as expansion, mergers or acquisitions.",Finance Manager,71.0,,,,"Senior Management, Manager"
