company_location,company_name,date_expiry,date_posted,employment_type,job_description,job_requirements,job_title,num_apps,salary_lower,salary_type,salary_upper,seniority
,Dbs Bank Ltd.,15 Feb 2019,16 Jan 2019,"Permanent, Full Time",Roles & Responsibilities Design and develop Service Virtualization self-service portal to enable project teams to create and use virtual services without specific tool knowledges. Design and develop solutions for reusable virtual services and virtual test data to eliminate test environment constraints. Prepare training materials for class room training and eLearning. Conduct trainings to project teams Drive and support project teams to onboard service virtualization solutions Define and document standard processes and best practices. Design and Implement and document Service/API test automation framework Manage and Monitor CA DevTest Servers  Conduct technical POCs & tool evaluations for Service virtualization and Service/API testing Manage and mentor junior team members ,"RequirementsThe person should have 8 years of experience with the following skills and competencies:   Minimum 7 year experience with Service Virtualization solutions  Minimum 5 year experience with Service and API testing Minimum 5 year hands on experience on CA Lisa/DevTest Hands on in depth experience in some of the following technologies:     Jenkins/Maven/Git/Confluence/Jira Cloud Foundry, OpenShift or other PaaS technologies. Public clouds such as AWS, Google Cloud or Azure. Dockers, Garden, Kubernetes, Mesos. Java, AngularJS, Bootstrap, CSS, HTML   Strong understanding of Linux. Familiarity with relational databases, preferably MySQL, MariaDB, PostgreSQL. Experience working with, or an interest in Agile Methodologies, such as Extreme Programming (XP) and Scrum  Knowledge of software best practices, like Test-Driven Development (TDD) and Behaviour Driven Development (BDD) Good problem-solving skills Good communication skills in order to facilitate workshops Working experience as Solution Architect / Lead Consultant Working experience in Banking Domain ","Avp / Snr Associate, Service Virtualization Architect, It Shared Services, Technology & Ops (180003Nw)",0.0,5500.0,Monthly,11000.0,"Manager, Professional, Senior Executive"
"Marina Bay Financial Centre, 8 Marina Boulevard 018981",Google Asia Pacific Pte. Ltd.,15 Feb 2019,16 Jan 2019,Internship,"Roles & ResponsibilitiesCompany overview: Google is not a conventional company, and we don’t intend to become one. True, we share attributes with the world’s most successful organizations – a focus on innovation and smart business practices comes to mind – but even as we continue to grow, we’re committed to retaining a small-company feel. At Google, we know that every employee has something important to say, and that every employee is integral to our success. We provide individually-tailored compensation packages that can be comprised of competitive salary, bonus, and equity components, along with the opportunity to earn further financial bonuses and rewards. Googlers thrive in small, focused teams and high-energy environments, believe in the ability of technology to change the world, and are as passionate about their lives as they are about their work. For more information, visit www.google.com/careers. The area: Intern - PSG&A The idea for Gmail began with 1 Googler. Today it has more than 425 million users and counting. At Google, one Googler can make a huge impact, and it’s no different with our interns--they are key players in our daily innovation. As an intern, you’ll have the opportunity to work on projects core to Google’s business, whether it be Sales, Enterprise, Finance, People Operations (HR), Legal, Trust and Safety, or Marketing. Our intern recruitment team will determine where you fit best based on your CV and the preferences you indicate on the application form. Our internships expose you to the technology industry, as well as provide opportunities for personal and professional development. From being challenged, to collaborating with a team, join our team to make an impact. Note: duration and start date of internship vary depending on the position. The role: Business Intern 2019 - Singapore Application details: Click the “Apply” button to submit your resume (a cover letter is not required). Please submit your resume in English. In your resume, please include your grade level, expected graduation date (month and year), and availability for the internship.  We appreciate your patience while we consider your application. We will accommodate your school schedule when determining the start date and duration, and relocation support is available on a case-by-case basis.  Role: The Business Internship is open to students from all academic disciplines with strong analytical skills and the ability to help Google clients and users get the most out of their advertising efforts and our products. With exceptional interpersonal skills, you are deeply interested in client service, project management and communication. You are also a self-starter who brings a determined, solution-oriented attitude. Many intern roles within this program do not require technical skills and they could include managing advertiser or publisher accounts, developing compelling advertising solutions for brand advertisers, improving access to relevant information for millions of internet users, analyzing large sets of data, or developing scalable support solutions for rapid-growth consumer products.  As an intern, you will be working on challenging projects with high impact during a 10-12 week paid, full-time internship. You will be assigned an intern manager who will help to identify project goals, inspire and mentor you, and support your professional development. Responsibilities: - Job responsibilities and detailed projects will be determined based on educational background, interests and skills. Communicate effectively with English and Southeast Asian speaking clients.","RequirementsMinimum qualifications: - Currently enrolled in year 2 of a 3-year/enrolled in year 3 of a 4-year Bachelor's program, or currently enrolled in a Master's program. - Able to complete a minimum 10 weeks between May and September 2019 in the Google Singapore office. - Ability to speak and write in English fluently and idiomatically. Preferred qualifications: - Returning to the program upon completing the internship. - Ability to be a self-starter and an independent thinker. - Demonstrated interest in the internet and Google’s technology and business. - Effective analytical skills, with the ability to tackle highly strategic and challenging business problems. - Demonstrated project management, interpersonal and organizational skills, with the ability to drive and implement ideas in a challenging environment. - Ability to speak and write in one or more Southeast Asian language.",Business Intern 2019 - Singapore,87.0,2100.0,Monthly,4000.0,Fresh/Entry Level
"Mapletree Business City, 10 Pasir Panjang Road 117438",Government Technology Agency,31 Mar 2019,16 Jan 2019,Full Time,"Roles & Responsibilities We are seeking an experienced GIS Consultant to join our Geospatial Specialist Office (GSO), which aims at spurring innovative geospatial systems and solutions for Whole-of-Government (WoG).    As a GIS Consultant, you will collaborate with a team of talented GIS architects and consultants who are passionate about emerging technologies, and the use of geographic information systems (GIS) to drive WoG geospatial projects. You are a good communicator, capable of providing geospatial expertise and GIS product knowledge to conceptualize, architect, design and implement geospatial projects for government agencies.   What to Expect:     Provide Geospatial IT Consulting Services to government agencies, including:  Geospatial Planning & Strategy – Perform geospatial visioning and strategic planning, business case development, implementation planning, organisational planning, budgeting and risk management planning Detailed Requirement Gathering – Perform business process analysis, requirements analysis and use case analysis Architecture & Design – Develop geospatial data models and database design, system architecture design and application design Develop functional specs, tender documents, assist in calling, evaluating and awarding outsourced geospatial tenders Apps/System Development – Manage database development, application development, systems/Enterprise integration, quality assurance testing and configuration management Apps/System Deployment – Manage deployment planning, system installation, acceptance testing, performance validation, testing and tuning, User Training   Perform rapid prototyping and develop geospatial models, scripts and workbenches, ensuring reusability of codes, workbenches, ETL processes and other project artefacts Gain expertise in emerging geospatial related technologies such as 3D City Modelling, Indoor/Outdoor Positioning, AR, VR etc. Develop real-time geo-analytical models by integrating filed apps, sensors and IoT devices etc. Leverage existing central geospatial platforms and services to provide value added services and geo-enabled apps for government Assist in developing geospatial IT competency Assist in promoting use of geospatial IT within government, public and private sector  How to Succeed:   Disciplines in Geospatial Technology/Science, Computer Science/Engineering, Information Technology or equivalent Minimum 6 years of relevant GIS experience in solution design, IT consulting and/or project management Passionate about Geospatial technologies and allied emerging technologies ",,Gis Consultant (Geospatial Specialist),0.0,5000.0,Monthly,8000.0,Middle Management
120 Robinson Road 068913,Salesworks Pte. Ltd.,15 Feb 2019,16 Jan 2019,Permanent,"Roles & ResponsibilitiesWe’re looking for an individual who is positive and has the passion for helping people to join our customer service team here in Salesworks Group Asia. If you think that you are a perfect fit, then this could be the new and exciting career opportunity you have been looking for.  A Day in the Life of a Customer Service Executive Here’s where you come in You’ll be the forefront of the Company providing excellent customer experience by communicating accurate information and resolving service issues whether its via incoming calls, outgoing calls or emails. You have a highly developed sense of integrity and commitment to customer satisfaction Key Responsibilities        Manages incoming, outgoing calls and emails in a prompt manner       Good follow up skills and record maintenance       Provides excellent customer experience by communicating accurate information and resolving service           issues       Highly developed sense of integrity and commitment to customer satisfaction       Ability to communicate clearly and professionally, both verbally and in writing       Accesses the company’s internal systems to obtain and extract order information and provide customer       service                   management with the data for inclusion in various scheduled and special reports       Able to spot trending and highlight issues immediately       Performs other related duties as assigned by management       To ensure calls are completed for the day to prevent back log processing       To generate report(s) for trending studies       To assist with investigation with Marketing Company(s)       To email to Marketing Company(s) on any sales lead(s)       Provides back-up support to other group members in the performance of job duties as required       Able to work with minimal supervision       Adheres to PDPA and clean desk policy       No attendance and punctuality issues       Adaptable to fast-paced changes      To achieve KPIs set by the management     ","RequirementsRequirement: Education/ Qualification:  N or O-Level & above At least 1 year of experience in customer service industry    Key Competencies  Strong customer service skills over the phone and email Excellent command in English language, both written and verbal Ability to converse in Mandarin will be an added advantage Proficient in MS word, excel, power point and outlook Typing speed of 40 wpm with accuracy of 95%    Other attributes  Meticulous with an eye for detail Ability to work smart in a fast-paced environment Good time management Self-motivated and possess a high drive for performance ",Fulfilment Officer - Customer Service,2.0,2000.0,Monthly,2000.0,Junior Executive
"Marina One East Tower, 7 Straits View 018936",Pricewaterhousecoopers Cm Services Pte. Ltd.,15 Feb 2019,16 Jan 2019,"Permanent, Full Time","Roles & ResponsibilitiesJob Description Summary A career in our Tax Payroll Services practice, within Tax services, will provide you with the opportunity to help our clients meet and manage their tax obligations across unique but ever changing tax specialties. You’ll advise clients on their local and overseas tax affairs, while acting as a strategic consultant related to business analysis, managing indirect taxes, dispute resolution, and global enterprise tax solutions.  Our team helps organisations with evolving payroll legislation and provides specialist knowledge to keep our clients compliant and informed. You’ll support our clients with knowledge and experience of operating various payrolls and help deliver a smooth and efficient service that enhances the value we provide our clients.   Responsibilities As an Associate, you will work as part of a team of problem solvers with extensive consulting and industry experience, helping our clients solve their complex business issues from strategy to execution. Specific responsibilities include but are not limited to:  Coordinate and work closely with our internal/external clients and payroll vendor to provide relevant payroll information as well to ensure accuracy, completeness and timeliness in the payment of salaries Responsible in ensuring that Returns on Employees Remuneration/Notification of a Non-Citizen Employees' Cessation of Employment or Departure from Singapore are duly reported to IRAS within the stipulated timeline Provide advice and make decisions on complicated payroll cases within the stipulated service standards and ensure that confidentiality of payroll data is safeguarded Assist in the business process streamlining and re-engineering for work efficiency ","Requirements You will have minimum 2 years of solid working experience in a payroll environment Candidates who come from outsourced payroll environment will be advantageous Proficient in MS Office and proven experience in the usage of payroll software Must have the ability to multi-task, prioritise and deal sensitively with confidential information You must be able to work effectively in a team with good work attitude and good interpersonal communication skills ",Outsourced Payroll Associate,6.0,3000.0,Monthly,4000.0,Executive
50 Gul Road 629351,Alpine Engineering Services Pte Ltd,15 Feb 2019,16 Jan 2019,Full Time,"Roles & Responsibilities Produces information by transcribing, formatting, inputting, editing, retrieving, copying, and transmitting text, data, and graphics Organizes work by reading and routing correspondence; collecting information; initiating telecommunications. Maintains department schedule by maintaining calendars for department personnel; arranging meetings, conferences, teleconferences, and travel. Prepares reports by collecting information. Secures information by completing database backups. Provides historical reference by utilizing filing and retrieval systems. Contributes to team effort by accomplishing related results as needed. Conduct weekly meetings with all managers Able to take minutes of the meeting. Explain and perform the key administrative processes and procedures involved in area of specialization. Identify and use the key legal terminology and standard forms and precedents involved in area of specialization. Maintain information management processes. Perform common risk management and compliance procedures. Prepare business correspondence and legal documents. Use feedback and reflection for professional improvement. Any other ad hoc duties assisgned by General Manager. ","RequirementsCandidate must possess at least Bachelor's Degree/Post Graduate At least 3 years working experience in Admins Support / Secretary or related experience. The role requires a high degree of organisation and meticulousness. He/She must also be well-versed in legal technologies (e.g. practice management systems) and office productivity tools (e.g. word-processing, presentation and database software) which are regularly used in the course of his/her work.",Secretary,5.0,2000.0,Monthly,3000.0,Executive
"Peninsula Plaza, 111 North Bridge Road 179098",Oaktree Consulting,15 Feb 2019,16 Jan 2019,Permanent,"Roles & ResponsibilitiesJob Description Responsibilities : - To carry out installation, repair and preventive maintenance of customers' multi function devices (Multi Function Printer, Production Printing Printers and its related devices) including software application  - To provide timely and active customer service - To record and submit all service data and reports and and when required - Problem analysis/diagnosis of uers' technical problems","Requirements- NITEC/Higher NITEC/ Diploma in Digital/Electronics/Electrical Engineering or Mechatronics - Hands on experience in troubleshooting of monochrome and color printers in a network environment is an advantage - Own motorbike or own vehicle.  Please send in your resume in MS Word format.  Manimalah Suppiah, EA License No : 06C4642, EA Reg No : R1105598",Technician,0.0,1500.0,Monthly,2500.0,Fresh/Entry Level
,Lendlease Asia Holdings Pte. Ltd.,15 Feb 2019,16 Jan 2019,Permanent,"Roles & ResponsibilitiesRole Summary  This role will lead the development, maintenance and performance of specified talent programs and strategies as a specialist to achieve Lendlease’s organizational and people objectives in Asia. Operating independently, the incumbent will be responsible for developing and operationalizing strategic workforce planning (SWP) across the businesses in Asia, including defining and understanding strategic business objectives, developing actionable plans, mechanisms and tools, and providing insights and metrics to drive workforce-related decisions.  In addition, the role will be involved in conceptualizing and managing other identified talent plans, programs, initiatives and systems to attract, develop and retain a high performing workforce, including managing of the global graduate program, diversity and inclusion and engagement / people surveys.  The incumbent will need to partner directly with various stakeholders, including strategic business partners, business leaders and managers, and serve as an advocate and educator to successfully implement and embed the programmes in the countries across Asia.  Using a data-driven approach to assess and review current and future talent initiatives, the incumbent is expected to provide technical and best practice input and feedback to contribute to continual improvement within the people and culture function.   Key Responsibilities    Develop, refine and present advanced analytics, tools and models to provide people insights to inform the region and business talent strategy, including resource forecast, capability requirements, supply and demand analysis, layers and spans, retention, diversity and engagement Work directly with People & Culture leads, strategic business partners and key business and functional stakeholders (eg. Finance) across the region to align workforce and capability requirements with operating plans and project resourcing in a consistent and integrated way Integrate and analyze qualitative and quantitative feedback to understand the organization’s people and talent needs, identify specific issues to be solved or opportunities to be leveraged and partner with Talent, Reward and Mobility teams and Strategic Business Partners to address local talent and capability issues, including driving and delivering on action plans to achieve business outcomes Evolve and embed strategic workforce planning (SWP) to be part of business operating rhythm and ensure SWP demonstrates value as a key enabler to the business and strategic business partners As a key member of the people and culture team, contribute to generating a range of solutions to people, talent and capability needs based on a sound understanding of the business’ needs, the people and culture strategy and available initiatives and programmes, engaging with stakeholders to test and refine options and leverage existing programmes and content Manage the Graduate program in Asia end to end, including working together with the Talent Acquisition team to plan and execute on graduate recruitment and engagement activities, as well as the manage the development program for Graduate hires (including rotation planning and learning interventions) to ensure a “best-in-class” Graduate experience in line with our employee value proposition (EVP) In partnership with regionals stakeholders, co-develop and execute strategy to drive accountability to meet Asia’s diversity and inclusion objectives and key performance indicators (KPI’s) Formulate a plan for regional and business-unit specific diversity strategy and tactics that result in driving action and change in the organization, which may includes education and awareness, changes to workforce processes and practices, and providing oversight and support for employee networks Research current and future D&I needs and trends in organizational diversity and inclusion metrics and practices Project manage identified people and culture programmes and initiatives, including new and existing Group and Regional programmes areas of relating to workforce planning, talent analytics, capability development and employee engagement Support the development of capability and skills within the business to effectively implement and execute people and talent strategies and outcomes, including coaching and mentoring other people and culture team members Apply change management process, tools and techniques to manage business change and realize required business outcomes, balancing global, regional and local business perspectives Ensure operational excellence in the execution of programmes, including the delivery, monitoring and measurement to ensure outcomes are achieved ","Requirements Bachelor degree in Business, Human Resources, Economics, Statistics or equivalent Experience in human resource in a MNC environment essential Proven track record in program management particularly in HR.  Detail-oriented with a keen eye on details Adept in data analytics and able to present data in a succinct and clear manner Ability to multi-task and manage competing priorities Excellent team work and a keen willingness to work with multiple stakeholders  ",Talent & Swp Specialist,11.0,7500.0,Monthly,8500.0,Professional
"South Beach Tower, 38 Beach Road 189767",Lego Singapore Pte. Ltd.,15 Feb 2019,16 Jan 2019,Permanent,"Roles & ResponsibilitiesOne of the biggest & fun brands in the world and an important role to grow the most strategic & critical part of our LEGO portfolio in a market region with one of most number of children in the world! Everything is awesome! The Senior Regional Marketing Manager (Boys 6-8) believes in the values, creativity, FUN & benefits LEGO brings to millions of children and families in Asia-Pacific. Core Responsibilities The ideal candidate has strong brand & portfolio management & marketing experience to continuously recruit Boys 6-8 into LEGO and grow the franchises within this portfolio segment with a mindset cocktail of creativity, curiosity and business orientation.  The candidate also believes in ethical marketing to children and engaging their parents in this wholesome journey.  The ideal candidate is a leader who is able to lead, influence and adopt a collaborative approach to partner internal team and markets to develop best-of-class Boys 6-8 business strategies, campaigns and assets to recruit as many Boys 6-8 as possible.  Own APAC’s Boys 6-8 consumer segment, business & portfolio management  • Make LEGO exciting, creative, beneficial & really fun for Boys 6-8. • Consumer segment growth ownership of Boys 6-8 • Define & develop APAC’s Boys 6-8 brand development plans, drive periods & growth plans in close collaboration with BUs. • Regionalize CITY & Ninjago Franchise marketing plans & toolboxes to deliver regional campaigns, toolboxes, media strategy with Agency, Trade, Digital & Media Management. • Partner BU to build up local marketing plans & budget on Overall Boys 6-8.  Co-Own Top 70 SKUs implementation in APAC -  • Relentless drive of & focus on Boys 6-8-selected SKUs growth. • Maximize global assets implementation • Amplify Global toolboxes based on BU inputs  Support Marketing Planning & Effectiveness on Consumer Segment Ownership – • Demand Planning & Forecast management on Boys 6-8 franchises. • Understand BUs’ challenges on franchises, customers, trade plans. • Data & storyline input to Marketing Planning • Input into Marketing Planning & Integrated Commercial Planning Processes. • Input Category KPI settings.  Lead Monthly Connections with BUs: • Understanding business & campaign performances. • Cascade of important updates and information from Global to BUs. • Getting feedback/ inputs from BUs • Sharing of best practices  Represent APAC in Global product development & marketing team Calls & Projects • Updates of Global Boys 6-8 portfolio and comms strategies/toolboxes. • Identify potential collaboration with & leverage best practices from other regions to drive productivity. Play your part in our team succeeding APAC Regional Marketing is responsible for growing the LEGO Brand and portfolio across Asia Pacific with specific focus on –   1) Constant recruitment of new kids to play, engage and love LEGO products and the values of the LEGO Brand – creativity, imagination, learning, fun, caring and quality;   2) Growing Active Share of kids owning and playing with LEGO products;   3) Partnering our 6 business units of Japan, Korea, Australia/New Zealand, Singapore/Malaysia, Hong Kong/Taiwan and Emerging Asia to understand markets’ consumer and shopper insights to develop regional toolboxes, assets and activation programs to activate, engage kids and grow market share with the LEGO Brand and franchise priorities.  APAC Regional Marketing is also responsible for regional category management to ensure our boys, girls and pre-school categories are growing strongly and sustainably based on global portfolio priorities. APAC Regional Marketing consists of Brand Marketing, Digital Marketing, Trade Marketing, Media Management and Marketing Planning & Effectiveness teams. Join the global LEGO family The LEGO® Group recruits and develops people entirely on merit. If you are confident you have what it takes to succeed in this role – and you share our commitment to creativity, collaboration, and quality – use the APPLY NOW button above or below. Please remember to attach your application and current CV.  BRINGING IT TO LIFE “People talk about opportunities coming once in a lifetime. Now, imagine having the ability to work with an inspirational global brand, the opportunity to meaningfully bring the business to life in Asia and change lives by bringing the LEGO® play experience to children's hands. I can't think of a more fulfilling or noble cause - if you want to be an instrumental part in mapping the LEGO® journey in Asia - then this is the call to action for you!”","RequirementsDo you have what it takes? • Minimum 10 years Brand Marketing experience in Retail/Luxury/FMCG categories, preferably past 3 years in regional marketing positions. • Possess in-depth knowledge and understanding of retail/luxury/FMCG across Asia Pacific especially Australia, Japan & Korea. • Independent, CREATIVE, energetic and willing to thrive in a fast-moving, entrepreneurial atmosphere. • Data/Insight-driven, accountable and solution-oriented are key. • Adaptable to ambiguity, changes and be at the forefront to lead change in both actions and behavior. • Ability to work independently and collaboratively in a culturally-diverse team environment. • Understand what it means to achieve success with others and through others. • Strong experience in digital – media planning, content creation, platform & audience knowledge is preferred. • Prior experience in driving regional media strategy development and support markets in local media plans is a big plus. • Prior experience in toys, kids, parenting & gaming industries are a big plus. • Passion for LEGO sets you apart! • Expect 30-45 days of travel (80% APAC, 20% Europe). • Fluent English is a must. • Ability to speak additional Asian language – Japanese, Korean, Cantonese, Mandarin would be an added advantage (to liaise with Japanese, Korean, Cantonese and Mandarin speaking associates)","Senior Regional Marketing Manager, Boys 6-8",35.0,102000.0,Annually,204000.0,Senior Management
,Company Undisclosed,15 Feb 2019,16 Jan 2019,Full Time,"Roles & ResponsibilitiesJD:         Arrange crew change for all crews on assigned vessels.  Arrange transport for crews. Booking of Air/Ferry/Land Tickets, hotel accommodation, etc. Visa application. Assist on all crew issues, any ad-hoc duties, project and activities as and when required. Perform data-entry, recording, billing and filing duties. Maintain a proper and user friendly filing and document control system for recording and tracking. ","RequirementsJob Requirements:  Minimum 1 year of relevant experience in a similar role preferably in Marine/Offshore Construction Industry.** Possess high initiative with good interpersonal, written and verbal communication skills. Proactive, take initiative and well organized with pleasant and mature personalities. Able to work independently and/or as a team and has good computer skills.  Able to work in a fast pace environment and tight deadlines. Candidates who has relevant administrative experience and who are keen to join the Marine industry. ",Crewing Officer,12.0,,,,Junior Executive
80 Robinson Road 068898,Red Hat Asia Pacific Pte Ltd,15 Feb 2019,16 Jan 2019,Permanent,"Roles & ResponsibilitiesJob Summary:  The Red Hat Asia Pacific (APAC) Marketing team is looking for a Social Media Lead to join us in Singapore. You will lead our APAC social media strategy and its realization, with the goals of building awareness and engagement as part of a broader digital demand strategy. As a member of the APAC digital demand team, you will work with your team members and the country and regional stakeholders to implement innovative and effective use of social media as a key channel of our overall go-to-market strategy. As a Social Media Lead, you will serve as a subject matter expert, providing other teams with social media insights, benchmarks, and best practices.    Primary Job Responsibilities:  - Lead the APAC social media strategy and its realization; build awareness of the brand, bring traffic to our web properties, and increase engagement on social media channels and in online communities across APAC - Develop a framework for engaging with influencers and online communities and work with internal stakeholders or agencies on the planning and realization of strategies - Create a data-oriented approach to analyzing and optimizing the use of social media, including the use of social listening, to inform marketing programs - Further enhance the use and integration of social media with other marketing activities, especially PR and communications - Refine event strategy by integrating social media to extend reach, enhance event experience, and amplify interest and engagement - Manage and operate Red Hat's APAC social channels - Serve as the APAC subject matter expert for social and project management-related initiatives; work with global and regional stakeholders on making our social channels an integral part of a customer journey - Implement innovation and connect local initiatives with global strategy, while ensuring that we standardize and scale on corporate tools and platforms - Support the adoption of social advocacy by other business teams or functions within Red Hat in APAC; provide stakeholders with guidance on these programs ","RequirementsRequired Skills:  - Extensive knowledge of social and digital media across APAC - Demonstrated leadership skills to align stakeholders that are distributed across the region with the corporate teams - Excellent organizational skills with the ability to communicate and project manage important initiatives across diverse teams and cultures - Familiarity with social media management and listening tools like Sprout Social - Great understanding of content marketing and especially of best practices in a B2B environment - Proficiency in crafting integrated marketing campaigns that span paid, owned, and earned media - Knowledge of web analytics and reporting tools is a plus","Social Media Lead, Apac",13.0,7000.0,Monthly,13900.0,Manager
,Star Tots Playgroup South Pte. Ltd.,15 Feb 2019,16 Jan 2019,"Permanent, Full Time",Roles & ResponsibilitiesWe are a well-established playgroup operator in Singapore looking for team-oriented employees to join our team. We welcome fresh-graduates to join us in a challenging and fast paced environment.     Provide administrative support to the Finance Department Data entry - Payment tracking and keying in receipts Assist in fees collection Prepare monthly course report for submission Other ad-hoc duties assigned ,RequirementsDiploma or above Prior work experience in finance / accounts- related is preferred Singaporean / PR / Malaysians Able to start work immediately Able to spot errors independently Must be meticulous and precise in the work produced Able to multi-task and meet tight deadlines Able to cope with stress,Admin (Finance Assistant),16.0,,,,Fresh/Entry Level
"Keck Seng Tower, 133 Cecil Street 069535",Chandler Macleod Group Pte. Ltd.,15 Feb 2019,16 Jan 2019,Contract,"Roles & Responsibilities 1 Year Contract - possibility for extension Leading Technology & Internet MNC $6,000 Monthly  This is your opportunity to be part of a Global Business Marketing Team with a leading Internet & Online Media brand. We are seeking for a highly motivated, resourceful and data-driven Digital Marketing Manager to manage digital projects for the business across APAC. This role will be a 1-year contract role with possibility of extension. Responsibilities:  You will be managing APAC Digital Marketing programs for the group therefore you will be responsible for managing and executing integrated campaigns in APAC Partner with external marketing and media agencies and other stakeholders to setting up digital marketing strategies Create, review and distill to trends and learnings across channels and formats Provide digital marketing and social media reporting and analytics Collaborate with larger APAC market in delivering social and digital content   ","RequirementsRequirements:  Bachelor Degree with 4 years experience in digital marketing space ideally within agency or internet, digital, e-commerce or similar industry Excellent project management skills with ability to work with various stakeholders in a cross-functional settings Experience in working with Salesforce or Tableau Great communications skills, ability to work in a fast-paced and results-driven environment  If you are excited for a new opportunity, do not miss this chance and send in your application today. Successful candidate will be offered 1 year contract, 12-days annual leave, 14-days medical leave and medical insurance coverage. The client provides excellent work facilities and benefits such as free meals, mobile for its people   Interested parties please click ""Apply Now"" or contact Juzailah Khatmin(EA Reg. No. R1110441) on +65 6429 3211 for more information. Chandler Macleod Group Pte Ltd, EA Licence: 11C3837 Reference Number: 18650_154761195429862 Contact Details: Juzailah Khatmin www.chandlermacleod.com","Digital Marketing Manager, Apac",9.0,5000.0,Monthly,8000.0,Senior Executive
,Company Undisclosed,15 Feb 2019,16 Jan 2019,Full Time,"Roles & ResponsibilitiesThe Accountant reports to the Finance Manager (FM) of the organisation. He/She is involved in most, if not all aspects of accounting and oversees the day-to-day activities of the accounting team. He/She ensures that the organisation's finance function is well organised as well as producing timely and accurate financial statements and management accounts, thus achieving compliance with corporate policies and statutory requirements. He/She analyses data and understands the financial performance and position of the organisation in order to develop suitable accounting policies to meet reporting requirements and to produce any special reports required by the management team.The Accountant's role often involves leading a team of finance and accounting specialists and working closely with the internal and external auditors, bankers, and regulators. He/She must keep current with changing statutory requirements and tax laws and determine the implications of such changes to financial reporting. He/She may also work with the FM or the leadership team to help define the organisation's overall finance strategy.","Requirements ~ Prepare accurate and timely financial statements. ~ Calculate taxable income and the income tax liabilities of the organisation. ~ Calculate the cost of different types of capital financial instruments and the overall costs of capital for the organisation. ~ Compile accurate tax-related information for the organisation. ~ Compute the valuation of business and financial assets using different models. ~ Ensure the respective privileges and rights are in place within the accounting information system for users with different job roles and functions. ~ Extract data and provide analysis for management using relevant accounting information systems or software. ~ Implement policies and procedures with emphasis on internal controls to prevent possible fraud and errors. ~ Maintain accurate journal entries and allocations. ~ Manage accounts payable and receivables to help the organisation determine working capital needs and funding strategies. ~ Operate accounting information systems efficiently and effectively. ~ Participate in budgeting and forecasting activities. ~ Plan and coordinate the annual financial audit process. ~ Prepare asset, liability, and capital account entries by compiling and analysing account information. ~ Prepare financial statements and disclosure notes. ~ Provide accurate and timely tax and financial reports to the relevant authorities. ~ Provide data in relation to assets, capital rationing and cost of capital. ~ Reconcile accounts and provide analysis for the organisations financial transactions. ~ Resolve issues and deficiencies arising from audit findings. ~ Respond to internal and external auditors on audit data, variances and audit findings.",Accountant,40.0,5000.0,Monthly,6000.0,Executive
,Victoria Consulting Pte. Ltd.,15 Feb 2019,16 Jan 2019,Full Time,"Roles & ResponsibilitiesThe Finance Manager (FM) is the lead finance business partner for the organisation and has responsibilities covering all aspects of financial management, performance management, financial accounting, budgeting and corporate reporting. He/She reports to the Financial Controller. He/She must have sound technical as well as management skills and be able to lead a team consisting of finance professionals with varied, in-depth or niche technical knowledge and abilities. He/She consolidates their work and ensuring its quality and accuracy, especially for reporting purposes.  The FM is expected to provide sound financial advice and counsel (on working capital, financing or the financial position of the business) to the Financial Controller as well as the organisation's senior management and leadership team by synthesising internal and external data and studying the economic environment. He/She often has a key role in implementing best practices in order to identify and manage all financial and business risks and to meet the organisation's desired business and fiscal goals. He/She is expected to have a firm grasp of economic/business trends and to implement work improvement projects that are geared towards quality, compliance and efficiency in finance.","Requirements~ Advise management on the organisations exposure to risks and the involvement of financial institutions, money market instruments and treasury management functions where applicable. ~ Analyse and assess the impact of investment decisions on the financial position of the organisation. ~ Analyse the financial performance and position of the organisation and develop suitable accounting policies to meet reporting requirements. ~ Analyse, compile and present management information for managerial decision making. ~ Apply appropriate appraisal techniques and consideration for taxation, inflation and risk in investment decisions. ~ Articulate to management all relevant tax issues to minimise the organisations tax liabilities. ~ Assess the chargeable gains and losses of the organisation, as well as capital gain tax liabilities. ~ Calculate accounting ratios relating to profitability, liquidity, efficiency and position. ~ Evaluate the effectiveness of the organisations financial system and determine any areas of improvement. ~ Identify and adopt business intelligence tools to analyse financial data and information. ~ Identify and calculate both financial and non-financial performance measurements for reporting on the organisations performance. ~ Manage a documented system of accounting policies and procedures. ~ Oversee the preparation of the organisations budget. ~ Plan and coordinate the annual financial audit process. ~ Provide financial leadership and strategic thinking to support sustainable value-creation. ~ Resolve issues and deficiencies arising from audit findings. ~ Respond to internal and external auditors on audit data, variances and audit findings. ~ Supervise and review the preparation of consolidated financial statements, business activity reports and forecasts for management and external stakeholders. ~ Supervise the calculation of taxable income and income tax liabilities of the organisation. ~ Use management information systems strategically for effective management and control of the business. Hiring EA LI SU R1325166 VICTORIACONSULTING PTE LTD 13C6745",Finance Manager,42.0,6000.0,Monthly,7000.0,Manager
