company_location,company_name,date_expiry,date_posted,employment_type,job_description,job_requirements,job_title,num_apps,salary_lower,salary_type,salary_upper,seniority
1 Woodleigh Lane 357684,Stamford American International School Pte. Ltd.,02 Feb 2019,03 Jan 2019,"Contract, Full Time","Roles & ResponsibilitiesThe job holder’s responsibility for promoting and safeguarding the welfare of children and young person’s for whom s/he is responsible, or with whom s/he comes into contact will be to adhered to and ensure compliance with the relevant Cognita Safeguarding; Child Protection Policy and Procedures at all times. If in the course of carrying out the duties of the role, the job holder identifies any instance that a child is suffering or likely to suffer significant harm either at school or at home, s/he must report any concerns to the School’s Designated Safeguarding Lead or to the Head or indeed to the Cognita Regional Safeguarding Manager so that a referral can be made accordingly to the relevant third party services.   Educational role: ·         Educating Grade 9 and 10 students and parents about colleges, the college admissions process, trends, procedures, and testing; advising. ·         Assist in preparation of transcripts, creation of survey forms, predicted grade forms, etc. and manage data relevant to college applications. ·         Meeting with Grade 9 and 10 students, individually and in groups, to talk about process and individual college choices in conjunction with the college counsellors and the academic counsellor.   ·         Meeting with new students and families in Grades 9-11 to discuss course choices and develop schedules; ·         Making informational presentations to parents, such as CIS with the secondary school.  ·         Being aware of issues and trends in college admission, higher education, testing, as well as keeping up-to-date about specific colleges and maintaining membership in professional organizations:  the College Board, International Association of College Admissions Counselors (IACAC), ACT, and other organizations;   Extended professional role: Contributing towards the whole-school team spirit by taking every opportunity to promote the philosophy and policies of the Stamford American International School ·         Taking responsibility for the class during times of emergency. ·         Ensuring that the children are safe and secure at all times ·         Communicating regularly and positively with parents via timely meetings, class webs, reports and conferences   Parents: ·         Coordinating parent meetings where appropriate to review a students’ progress ·         Coordinating efforts of parents to assist with class room volunteering duties or on excursion   General: ·         To teach any classes as deemed necessary ·         To provide any other reasonable duties delegated by the School Management     Position Requirements ·         Possess highly developed interpersonal and teamwork skill. ·         Excellent verbal and written English skills ·         Good references on request ·         High level of organization and attention to detail ·         Highly collaborative ·         Exemplifies the IB Learner Profile Attributes ·         Proficiency in using school databases, communications platforms, and educational technology ·         Relevant degree or background in college counselling or academic counselling ·         Familiarity with the goals, objectives, and mission of an independent college preparatory school; ·         Knowledge of colleges, their academic programs, admission policies, and financial policies and procedures is an advantage",Requirements·         Minimum Bachelor’s degree in Education or equivalent is required ·         Master’s degree in relevant field preferred ·         Experience in college admissions or high school college counseling and understanding of admissions for educational systems around the world a major plus.   Understanding of International Baccalaureate Diploma (IBDP) and Advanced Placement (AP) necessary. ,High School College Counselor,32.0,4900.0,Monthly,9900.0,Professional
9 Woodlands Avenue 9 738964,Republic Polytechnic,30 Jun 2019,03 Jan 2019,Full Time,"Roles & ResponsibilitiesResponsibilities: 1. Identify and develop business opportunities in domestic continuing education and training (CET) to corporates and public.2. Identify and develop partnership opportunities to offer new CET courses of relevance to public and corporates3. Gather market intelligence on CET demand, funding frameworks and workplace training trends4. Undertake and support marketing and recruitment activities, events, exhibitions to drive new CET student intakes5. Plan, manage and seek out digital marketing opportunities to raise profile of RP ACE and provide marketing administrative support, including updates of marketing collaterals, website and managing public queries6. Manage internal, governmental and corporate stakeholder relations 7. Collate and analyse data for reporting.8. Manage the end-to-end operations of a suite of continuing education and training programmes including course administration, student management, funding applications and course billing9. Support system enhancements to websites and the student management systems including requirement specifications, testing and implementation10. Organise and support events such as orientation and award ceremony11. Handle other business and operation matters as assigned   Requirements: 1. Relevant qualifications2. Minimum 3 years working experience in B2B sales and/or marketing, preferably in marketing, HR solution consultancy of adult learning, education and training field3. Excellent communication, analytical, interpersonal and business development skills4. Must be IT-proficient in MS Office, and familiar in operating web and digital marketing platforms5. Pro-active team player, meticulous and ability to multi-task",,Academy For Continuing Education - Assistant Manager / Senior Executive,0.0,3100.0,Monthly,5300.0,
,Company Undisclosed,02 Feb 2019,03 Jan 2019,Full Time,"Roles & ResponsibilitiesThe Team Focus on understanding the broader Sustainability policy context as well its implications for investing activities. The team engages on various topics and initiatives in the area of Sustainable Finance domestically and internationally and works to align ways of working with international best practice. As the firm’s center of excellence for ESG (environmental, social and governance factors) and Impact, the team develops, evolves and drives ESG frameworks and works closely with the investment, portfolio management and risk teams to institutionalise best practices. Furthermore, the team works to gain insights on the broader socio-economic and environmental impact of the firm’s portfolio to support risk and strategic portfolio management through relevant insights. The role  With the objective to support above activities, the team is looking to bring on board an additional team member to lead the work on ESG and Impact measurement, management and reporting. Beyond this core focus, the prospective candidate will furthermore support broader ESG agenda, and in particular help drive the implementation of the firm’s refreshed ESG approach pre- and post-investment. The ESG and Impact measurement, management and reporting lead will be responsible for the following activities: Development of ESG and Impact measurement and management frameworks  Proactively lead the design of the ESG and Impact measurement, management and reporting frameworks including the identification of business-relevant indicators; Serve as the internal expert on ESG and Impact measurement methodologies and approaches; Continuously steward, review and refresh the frameworks and indicators as required; Manage the relationship with external consultants, data vendors and other third parties as relevant; 	Lead data collection and reporting  On the basis of the agreed indicators, lead collection and aggregation of relevant datasets and ensure data accuracy and quality;    Lead the analysis of reported data and generate relevant insights to support decision-making and communication; Lead the drafting of the ESG and Impact reports and associated presentation materials; 	Other related activities  As the internal expert for ESG and Impact measurement and management continue to build the firms’ knowledge by tracking the relevant domestic and international developments and taking part in relevant conferences and discussions; Conduct research and draft briefing notes, memos, case studies, articles, etc. of  ESG and Impact measurement and reporting activities as and when required; Support the development of a next generation data-enabled approach to ESG and Impact measurement; Support the broader ESG agenda, and in particular the implementation of refreshed ESG approach pre- and post-investment. 	The team is a young and dynamic team with growing and evolving areas of focus. The role will require flexibility and adaptability to the different needs of the team. In order to effectively carry out its work, the candidate will also need to build effective working relationships with colleagues in other departments and be comfortable with working in a fast-paced and highly matrixed work environment.  Providing effective and timely support to certain projects may occasionally require support beyond the normal office hours. Occasional international travel may be required (max. 20%).  ","RequirementsKnowledge Requirements / Experience:         Degree in Business Management, Finance, Accounting, Marketing or related field Minimum of 5 years of professional experience in the areas of ESG or Impact measurement or data analytics, preferably in the financial industry; Demonstrated experience with inclusive business/social business/impact investing/market-based approaches to development; Demonstrated experience in implementing impact measurement of inclusive business/social business; Demonstrated experience with data collection, database management and knowledge of the latest mobile-enabled data collection methodologies Experience with coordinating complex projects involving multiple stakeholders; 	Skills  Ability to coordinate and manage complex projects; Produce high quality analytical outputs in a timely manner; Strong organizational skills; Ability to work independently, flexibly and under pressure utilizing initiative; Sound judgment, strategic thinking and the ability to manage competing priorities; Flexibility in responding to changing priorities in a fast-paced environment; Strong analytical, research and writing skills and demonstrated ability to think strategically; Strong inter-personal, communications, negotiation and liaison skills; Excellent written and spoken communication skills in English. Command of other Asian language a plus; Familiarity with data-enabled approaches to decision-making; Advanced skills in MS Office Suite (Word, Excel and Powerpoint) as well as general ability to work with online research tools and systems; Ability to learn and thrive in a fast-paced evolving and dynamic environment    ",Associate Director,13.0,12000.0,Monthly,14500.0,Middle Management
,Company Undisclosed,02 Feb 2019,03 Jan 2019,Full Time,"Roles & ResponsibilitiesThe Manager/Senior Manager uses data analytics and determines new strategies to make production processes more efficient to meet organisation's goals. He/She establishes, implements and manages projects to meet operational objectives. He/She manages his/her team resources and balances between production requirement and manpower resources to ensure organisation's sustainability. He/She integrates quality principles and methodology to enhance engineering performance within the organisation.In addition the Manager/Senior Manager evaluates the organisation’s approach towards a lean enterprise and uses data analytics for business insights identification. He/She drives innovation practices in the organisation and review manufacturing processes to reduce working capital and optimize inventory levels.As a people manager, the Manager oversees manpower, financial, training and resource planning deployment within the organisation. He displays a high level of organisational awareness and leadership skills by working in a consultative manner with other departments/sections within the organisation.","Requirements ~ Analyse data for business insights identification. ~ Analyse production efficiencies. ~ Conduct interviews and make hiring decisions. ~ Determine priorities dynamically and set planning assumptions for work in progress levels by product, cycle time and yield. ~ Develop On-the-job training programme. ~ Develop workplace learning plan. ~ Evaluate organisations approach towards a lean enterprise. ~ Evaluate the sustainability of manufacturing process by preparing rough cut capacity plans. ~ Evaluate workplace safety and health management system for compliance and improvement. ~ Improve operation planning through use of big data and advanced analytics modelling. ~ Integrate quality principles and methodology to enhance engineering performance. ~ Lead change management in the organisation. ~ Manage balance between production requirement and manpower resources. ~ Manage innovation practises in organisation. ~ Manage manufacturing key metrics including loading, performance to commitments, on time delivery and bottlenecks. ~ Manage material requirements planning taking into account the sales forecast, production plan and production capacity. ~ Resolve workplace grievances and disputes. ~ Review manufacturing processes to reduce working capital and optimise inventory levels.",Senior Manager,1.0,5000.0,Monthly,7000.0,Senior Management
,Company Undisclosed,02 Feb 2019,03 Jan 2019,Full Time,"Roles & ResponsibilitiesThe Manager/Senior Manager uses data analytics and determines new strategies to make production processes more efficient to meet organisation's goals. He/She establishes, implements and manages projects to meet operational objectives. He/She manages his/her team resources and balances between production requirement and manpower resources to ensure organisation's sustainability. He/She integrates quality principles and methodology to enhance engineering performance within the organisation.In addition the Manager/Senior Manager evaluates the organisation’s approach towards a lean enterprise and uses data analytics for business insights identification. He/She drives innovation practices in the organisation and review manufacturing processes to reduce working capital and optimize inventory levels.As a people manager, the Manager oversees manpower, financial, training and resource planning deployment within the organisation. He displays a high level of organisational awareness and leadership skills by working in a consultative manner with other departments/sections within the organisation.","Requirements ~ Analyse data for business insights identification. ~ Analyse production efficiencies. ~ Conduct interviews and make hiring decisions. ~ Determine priorities dynamically and set planning assumptions for work in progress levels by product, cycle time and yield. ~ Develop On-the-job training programme. ~ Develop workplace learning plan. ~ Evaluate organisations approach towards a lean enterprise. ~ Evaluate the sustainability of manufacturing process by preparing rough cut capacity plans. ~ Evaluate workplace safety and health management system for compliance and improvement. ~ Improve operation planning through use of big data and advanced analytics modelling. ~ Integrate quality principles and methodology to enhance engineering performance. ~ Lead change management in the organisation. ~ Manage balance between production requirement and manpower resources. ~ Manage innovation practises in organisation. ~ Manage manufacturing key metrics including loading, performance to commitments, on time delivery and bottlenecks. ~ Manage material requirements planning taking into account the sales forecast, production plan and production capacity. ~ Resolve workplace grievances and disputes. ~ Review manufacturing processes to reduce working capital and optimise inventory levels.",Manager,5.0,5000.0,Monthly,7000.0,Manager
,Company Undisclosed,02 Feb 2019,03 Jan 2019,Full Time,"Roles & ResponsibilitiesRoles & Responsibilities  Performs day-to-day retail stocks arrangement including; plan, orders, data analysist  and inventory management of assigned stocks to individual store schedules. Track shipping progress of stocks to ensure time schedules and delivery are met, while informing appropriate personnel of issues. Expedite and analysist  of stocks as required. Responsible for system data integrity when it comes to adjustment entries. Assist in reconciling stocks  match on shipping arrangement for correct pricing and proper receipts. Manage problem solving supply chain/logistic/retail store issues. Cooperates and communicates with other disciplines within company. Handles the acknowledgement of stocks and maintenance of order  records. Complete special projects and assignments as requested Familiar with use of pull system type replenishment process ",Requirements 2 years of purchasing/supply chain experience in retails environment or relevant field/position. Organized and disciplined with excellent time management skills. Ability to properly identify and set priorities. Advance oral and written communication skills. Strong computer skills. Perform all other duties and projects as assigned. Position is in an office and retail store environment.   ,Purchase / Plan / Supply Chain,2.0,1600.0,Monthly,2000.0,"Executive, Junior Executive"
,Company Undisclosed,02 Feb 2019,03 Jan 2019,Full Time,"Roles & ResponsibilitiesThe Manager/Senior Manager uses data analytics and determines new strategies to make production processes more efficient to meet organisation's goals. He/She establishes, implements and manages projects to meet operational objectives. He/She manages his/her team resources and balances between production requirement and manpower resources to ensure organisation's sustainability. He/She integrates quality principles and methodology to enhance engineering performance within the organisation.  In addition the Manager/Senior Manager evaluates the organisation’s approach towards a lean enterprise and uses data analytics for business insights identification. He/She drives innovation practices in the organisation and review manufacturing processes to reduce working capital and optimize inventory levels.  As a people manager, the Manager oversees manpower, financial, training and resource planning deployment within the organisation. He displays a high level of organisational awareness and leadership skills by working in a consultative manner with other departments/sections within the organisation.","Requirements ~ Analyse data for business insights identification. ~ Analyse production efficiencies. ~ Conduct interviews and make hiring decisions. ~ Determine priorities dynamically and set planning assumptions for work in progress levels by product, cycle time and yield. ~ Develop On-the-job training programme. ~ Develop workplace learning plan. ~ Evaluate organisations approach towards a lean enterprise. ~ Evaluate the sustainability of manufacturing process by preparing rough cut capacity plans. ~ Evaluate workplace safety and health management system for compliance and improvement. ~ Improve operation planning through use of big data and advanced analytics modelling. ~ Integrate quality principles and methodology to enhance engineering performance. ~ Lead change management in the organisation. ~ Manage balance between production requirement and manpower resources. ~ Manage innovation practises in organisation. ~ Manage manufacturing key metrics including loading, performance to commitments, on time delivery and bottlenecks. ~ Manage material requirements planning taking into account the sales forecast, production plan and production capacity. ~ Resolve workplace grievances and disputes. ~ Review manufacturing processes to reduce working capital and optimise inventory levels.",Senior Manager,4.0,5000.0,Monthly,7000.0,Senior Management
,Company Undisclosed,02 Feb 2019,03 Jan 2019,"Permanent, Contract, Full Time","Roles & ResponsibilitiesIt's 2019! We have moved to a new office and we are expanding! We are an events company looking for events executives to join us! If you possess a can-do attitude and have a passion for events, you are who we are looking for! As an Events Executive, you will work in a team and be responsible for:  Managing of various events such as Gala Awards, D&Ds, Carnivals, Concerts, National Campaigns and many more Developing proposals and creative concepts Communicating and coordinating with clients, stakeholders, vendors and all parties involved in each event Planning of events, scheduling of work for staff and part-timers Collation of data, data entry, generating of relevant reports, etc, pertinent to the event Setup and event day execution Post-event teardown and reporting ",Requirements Fresh graduates are welcomed Prior events experience is a plus but not necessary Possess a can-do attitude Have an eye for detail Passionate about managing events Able to work long/irregular hours and/or weekends due to nature of events ,Events Executive (Event Management),41.0,2000.0,Monthly,2800.0,"Fresh/Entry Level, Executive, Non-Executive"
,Company Undisclosed,02 Feb 2019,03 Jan 2019,Full Time,"Roles & ResponsibilitiesJob Purpose The 3D Visualiser will work with architectural teams to develop and produce concepts and graphics to communicate projects to clients through high quality images. Key Responsibilities  The 3D Visualiser will:  Work closely with the architectural teams in the preparation of 3D visualisation. Understand the concepts and initial design intent, and apply this into a graphic representation. This may involve reproducing the architect’s concept into a graphic form, or may involve interpretation and artistic design ability to represent the ideas in a graphic form and into photo-realistic 3D renderings and animations. Read and accurately interpret architectural illustrations, 2D CAD files, or other 3D modelling data, as specified within projects and realising those designs as compelling imagery. Develop and maintain a software library suitable for architectural rendering needs and applications. Assist the wider teams in refining workflows as well as supporting and training architectural and landscape staff to refine visuals as an integrated element of the design process. Provide efficient modelling and converting of data sets from CAD or other 3D modelling packages. Undertake 2D image compositing, finishing and retouching operations on 3D renderings. Explore new technologies (both hardware and software) to expand We Craft’s services, improve the quality of visualisations and increase efficiency. This is likely to include new rendering engines, pipelines and assets, as well as emerging trends such as virtual reality.   ","RequirementsDESIRED CANDIDATE Essential Experience & Qualifications   Visualisation or Architectural qualifications or equivalent Technical Diploma from an accredited institute. Proven post qualification experience in producing high quality architectural / interior still images and animations. Experience in the use of SketchUp, 3D Max, Rhino, Lumion, Photoshop, AutoCAD and any other graphic or rendering software is essential. Fully conversant in using and creating modelling from architectural plans, sketches and elevations, and knowledge of related visualisation and photorealistic rendering techniques. Experience with animation, video and compositing would be beneficial.   Essential Skills   Excellent verbal and written communication skills. Excellent interpersonal skills with the ability to build and maintain strong collaborative internal and external working relationships and to work alongside clients to deliver innovative design solutions. High professional integrity. Ability to work collaboratively as part of a team and to respond proactively and when required. Strong organisational skills and ability to manage multiple projects and deliver to tight deadlines. Ability to be proactive, to use initiative and to work autonomously. Good awareness of design trends and creative thinking. Creative, with a high degree of flexibility. Excellent attention to detail. Problem-solving skills. Ability to use relevant graphic design related software to a high level Dedicated to own learning and development. Qualified candidates please email your resume and cover letter (pdf formate only, single file) to: elaine.tan@wecraftgroup.com ",3D Visualiser,3.0,4000.0,Monthly,4500.0,Executive
,Company Undisclosed,02 Feb 2019,03 Jan 2019,"Contract, Full Time","Roles & ResponsibilitiesA Research Associate position is available in the School of Civil and Environmental Engineering, Nanyang Technological University, Singapore. The Research Associate (RA) shall take charge of research & developments on projects in the area of wayfinding for walking and cycling in Singapore. Guidelines towards the design of signage in public transportation shall be developed. In particular, the RA shall participate in all aspects pertaining to the development of guidelines for signage design for pedestrians/cyclists. Apart from working on technical aspects of research projects, he/she will also take charge of general matters for the projects, including running experiments, data extraction and analysis, writing project reports, doing industry presentations, organising and conducting field surveys, managing part-time undergraduate student assistants, and liaising with public on transport-related issues. The candidate shall have extensive research experience on visual perception, on programming, conducting experiments, and data analysis. In particular, we look for a candidate who is good at Matlab coding, SPSS, Python, with a strong background in computer programming but also interested in psychological experiments (including psychophysical experiments with eye tracker and survey questions).  ","Requirements Master degree in Transport Studies (transportation engineering / transport logistics) or equivalent field (e.g., motion perception); bachelor degree in human psychology, transport engineering / transport logistics/ transport management shall be an advantage Familiar with eye tracking studies Knowledge of statistical software packages including R, SAS or SPSS Knowledge of programming languages including Matlab with Psychtoolbox, e-prime, Python, and C++ Prior research experience on research projects on travel demand, self-motion, spatial perception, especially walking/cycling Be willing to do data collection beyond office hours (field surveys mostly 2pm-9pm period) Fluency in English is mandatory     ",Research Associate,1.0,3500.0,Monthly,4000.0,"Professional, Executive"
,Company Undisclosed,02 Feb 2019,03 Jan 2019,Permanent,"Roles & ResponsibilitiesThe System Administrator/Engineer (SA/E) is responsible for effective provisioning, installation/configuration, operation, and maintenance of systems hardware and software and related infrastructure. This includes system monitoring, verifying the integrity and availability of all hardware, server resources, investigate, troubleshoot issues encountered and provide 24/7 technical support. Key Responsibilities: - Install new / rebuild existing servers and configure hardware, peripherals, services, settings, directories, storage, etc. in accordance with standards and project/operational requirements. - Develop and maintain installation and configuration procedures. - Research and recommend innovative, and where possible automated approaches for system administration tasks.  Identify approaches that leverage our resources and provide economies of scale. - Perform daily system monitoring, verifying the integrity and availability of all hardware, server resources, systems and key processes, reviewing system and application logs, and verifying completion of scheduled jobs such as backups, and related administration tasks. - Perform daily backup operations, ensuring all required file systems and system data are successfully backed up to the appropriate media, recovery tapes or disks are created, and media is recycled and sent off site as necessary. - Provide 24 by 7 technical support per request from various constituencies.  Investigate, troubleshoot issues and provide professional recommendations and solutions. - Develop an in-depth knowledge of the system’s infrastructure and its integration with the various applications. Provide professional consultations and solutions as necessary. - Repair and recover from hardware or software failures.  Coordinate and communicate with impacted constituencies. - Managing, maintaining and supporting Middleware and other application software implementations and solutions. (WebSphere Application Server and WebSphere Message Queue, Red Hat JBoss Enterprise Application Platform, Red Hat JBoss A-MQ) Maintenance - Develop new and/or maintain existing backup policies and schedules according to operational and business requirements. - Apply OS patches and upgrades on a regular basis, and upgrade administrative tools and utilities. Configure / add new services as necessary. - Review and evaluate software security and its related risks. Plan and implement security patching as needed. - Upgrade and configure system software that supports LTA/MSI infrastructure per project or operational needs. - Maintain operational, configuration, or other procedures and documents. - Perform periodic performance reporting to support capacity planning. - Perform ongoing performance tuning, hardware upgrades, and resource optimization as required.  Configure CPU, memory, and disk partitions as required. - Evaluate, develop and implement new system enhancements per request from various constituencies. - Plan and deploy In house application software. - Perform incident management, vendor management and reporting. Monitor and coordinate recovery procedures between the affected constituencies and the vendor. Provide technical assistance as required. - Involve in the Disaster Recovery planning and execution of DR procedures during simulated dry runs and actual disaster runs.  ","RequirementsRequirements:  Recognized degree or equivalent in Information Technology or Engineering with at least 5 years’ relevant experience in system & network administration. Good written and verbal communication skills. Able to work well both independently and in a team.  Technical Expertise and Knowledge include:  OS: Windows, Linux, AIX(Power servers), Solaris. Middleware: WebSphere Application Servers, WebSphere Message Queue, Tivoli Directory Services, WebSphere Network Deployment Manager, Edge Server. Backup software: Tivoli Storage Manager, Veritas Net Backup, Acronis, HP Data Protector. Storage: V7000/V9000 SAN. Virtualization: VMWare, NSX, vRealize Operations, vCenter Site Recovery. Others include VMWare, Tape Library, BOE, Web Server, HACMP, HMC, SAN Switch, UPS, Samba, Flashcopy, VIOS, Red Hat Virtualization. Monitoring systems: OMNIBUS, SCAMP, NETCOOL, Solarwinds, Dynatrace, SPLUNK, etc. Unix shell and VB scripting. 	  ",System Administrator  /  Engineer,1.0,4800.0,Monthly,6800.0,Executive
,Company Undisclosed,02 Feb 2019,03 Jan 2019,"Contract, Full Time","Roles & Responsibilities- Responsible for security monitoring and responding to alerts and events. The Security Analyst will also be creating, tuning, compiling metrics of all our security devices, along with documentation of processes and procedures.  - Accurate and rapid response to security events - Advise and consult with internal and external stakeholders on risk assessment, threat modelling, and vulnerability management - Interpret and apply security policies and procedures - Participate in incident response - Identify security issues and risks and then develop mitigation plans - To be central point of contact for all incidents, develop incident handling procedures, and report all incidents to the responsible incident response capability - Establish a Chain of Custody that documents (in writing) the name, title, office, and phone number of each individual having sequential possession of a system’s hard drive when it is removed due to compromise and the need for possible forensic examination of evidence for potential prosecution. - Maintain up-to-date knowledge of the IT security industry, including awareness of new or revised security solutions, improved security processes, and the development of new attacks and threat vectors - Execute process to identify, track, and report on security patch management. - To review security patches and communicate to all stakeholders like system engineers to plan for patching so that SLA can be met - To ensure that all systems are protected against all CVEs - To conduct or assist with periodic security scans to ensure that all systems are well mitigated against vulnerabilities and risks - To drive annual security audits and reviews for all systems to closure - Provide analysis and trending of security log data from various security devices - Provide information security reporting, including security metrics as required - To draft Incident Reports for incident reporting - Recommend solutions to mitigate risk in any activity that potentially impacts security of existing IT and information management - To generate and draft system and security reports - Any other ad-hoc duties as required or assigned","Requirements - Bachelor Degree or higher in Information Technology / Information Systems / Computer Science, Business IT or other relevant disciplines - Certified Information Systems Security Professional (CISSP) or other equivalent certifications attained - At least 3 years of IT Service Outsourcing experience with proven ability to work in large groups and for large accounts - At least 2 years of demonstrated experience in system, network, and/or application security - Knowledge of network and web-related protocols (e.g., TCP/IP, UDP, IPSEC, HTTP, BGP and other routing protocols) - Experience in service-oriented architecture and web services security is desired - Experience with the application of threat modelling or other risk identification techniques - Detailed knowledge of system security vulnerabilities and remediation techniques, including penetration Testing and the development of exploits - Experience in ISO 27001, PCI Security Standard, etc. - Experience in security penetration testing would be beneficial - Excellent interpersonal skills both in written and presentation - Strong analytical and problem skills, combined with the ability to provide quick resolution to problems - Experience in coaching and staff development is mandatory   Licence No: 12C6060",Security Engineer (Ref 22799),0.0,3500.0,Monthly,7000.0,Executive
,Company Undisclosed,02 Feb 2019,03 Jan 2019,"Contract, Full Time","Roles & Responsibilities- Perform the business support analyst role for a strategic project of medium complexity and scale. - Work closely with IT project team and internal stakeholders to ensure timely & successful system delivery. - Document business direction, structure, business processes and requirements. - Interact internally to determine involvement, requirements, analysis and interfaces with the users. - Assist in the collection and consolidation and analyze required information and data. - Participate in the definition, testing, training, implementation, and support of processes and systems. - Identify areas of potential business risk and communicate these to the business. - Validate and report production errors to IT for resolution. Work with IT to ensure timely and successful resolution of production errors.     ","Requirements- A Bachelor Degree in Information Technology, Computer Science or equivalent. - 1- 3 years of experience in requirement gathering as a Business Analyst.  - Strong team player yet independent worker and possess business analysis skills. - Performed requirement gathering for at least 2 development projects.    Licence No: 12C6060",Business Analyst (Ref 17956),8.0,2500.0,Monthly,5000.0,Executive
,Company Undisclosed,02 Feb 2019,03 Jan 2019,"Permanent, Contract, Full Time","Roles & Responsibilities- Design, build and configure applications to meet business process and application requirements as part of Data Migration.  - Lead the testing effort and/or team to plan, construct and execute release tests.  - Apply testing methodologies, principles and processes to define and implement key metrics to manage and assess the testing process including test execution and defect resolution. ","Requirements- Degree / Diploma in Computer Science or related discipline - At least 7 years of project management experience - At least 3 - 5 years of test experiences and have prior experiences in leading a team - Project management, Java other relevant tech - Preferably be experienced in running large scale custom build projects across multiple solution stacks.   License Number: 12C6060  ",Experienced Build & Test Lead (Ref 22796),2.0,5000.0,Monthly,10000.0,"Manager, Professional, Executive"
,Company Undisclosed,02 Feb 2019,03 Jan 2019,Full Time,"Roles & ResponsibilitiesAn executive manager defines the vision and goals of his department, or the entire company or organization. He does this by implementing policies and procedures, and by establishing budgets. Executive managers also oversee personnel decisions, such as hiring and firing, and also compensation. Managing contracts and negotiations, as well as analyzing data to make the best business decisions are key elements of the executive manager's responsibilities.","RequirementsAn executive manager defines the vision and goals of his department, or the entire company or organization. He does this by implementing policies and procedures, and by establishing budgets. Executive managers also oversee personnel decisions, such as hiring and firing, and also compensation. Managing contracts and negotiations, as well as analyzing data to make the best business decisions are key elements of the executive manager's responsibilities.",Executive Manager,7.0,5000.0,Monthly,7000.0,Middle Management
,Company Undisclosed,02 Feb 2019,03 Jan 2019,"Contract, Full Time",Roles & ResponsibilitiesThe candidate will perform big data analysis and he/she should be familiar with machine learning and artificial intelligence.,Requirements Bachelor’s degree in engineering or computer science Able to work well with the research team ,Research Assistant,1.0,3250.0,Monthly,4500.0,Professional
,Company Undisclosed,02 Feb 2019,03 Jan 2019,Full Time,"Roles & ResponsibilitiesThe Marketing Manager contributes to the realisation of the organisation's business strategies by driving its marketing and public relations programmes. He/She is also responsible for directing the organisation's communication plans, generating data-driven commercial insights and monitoring budgets. The Marketing Manager works in a fast-paced, dynamic and digitally-centric environment where he/she is expected to lead the development of appealing marketing concepts to promote the organisation and its products. The Marketing Manager is an innovative, energetic, collaborative and highly adaptable team leader. He/She is digitally-savvy and possesses a strong business acumen with a high level of initiative and capacity to work under high pressure.","Requirements ~ Analyse new market trends, business opportunities and market segments in global and local landscape. ~ Analyse past performance of collections, categories and campaigns to improve marketing effectiveness and ROI. ~ Assess effectiveness of public relations communication programmes. ~ Define marketing performance measurements in alignment to marketing objectives and strategies. ~ Develop content for online platforms. ~ Develop crisis management action and communication plan. ~ Develop expense forecast and budget allocations. ~ Develop marketing campaigns across offline, digital and social media platforms. ~ Develop website traffic and/or inbound marketing plan. ~ Evaluate end-to-end customer experience across offline and digital platforms and customer touch points. ~ Generate ideas and strategies based upon data-driven insights and recommendations. ~ Manage creative concept of marketing campaigns and communications materials. ~ Manage crisis management communication plans. ~ Manage internal and external communication platforms and channels. ~ Manage offline (traditional) media channels. ~ Manage organization and/or brand reputation. ~ Manage public relations activities. ~ Manage social media platforms. ~ Monitor implementation of marketing campaign. ~ Plan and manage roadshows, promotions and events.",Marketing Manager,18.0,5000.0,Monthly,7000.0,Professional
,Company Undisclosed,02 Feb 2019,03 Jan 2019,Permanent,"Roles & Responsibilities Responsible for developing business strategies, pursue and evaluate business opportunities within the region Manage end-to-end investments and acquisitions of assets including new developments and Build-To-Suit projects Prepare and review investment data in order to pursue potential investments, structure and negotiate the closure of these investment deals ","Requirements Possess a Degree in Real Estate, Property and Building Management, Business, Finance or any related discipline with at least 10 years of relevant working experiences in regional real estate investments Resourceful individuals with wide industry network, well-versed with managing real estate investments from end-to-end Analytical and strong in evaluating various financial models Possess leadership capabilities with good initiative, business and financial acumen with ability to work in a fast-paced environment ","Senior Manager, Investment",18.0,8000.0,Monthly,10000.0,Middle Management
